"TimeGenerated [UTC]",InitiatingProcessAccountDomain,InitiatingProcessVersionInfoProductName,InitiatingProcessFolderPath,RequestAccountDomain,PreviousFileName,SensitivityLabel,InitiatingProcessAccountName,"Timestamp [UTC]",InitiatingProcessParentFileName,SensitivitySubLabel,InitiatingProcessCommandLine,DeviceName,InitiatingProcessVersionInfoInternalFileName,ShareName,InitiatingProcessFileName,InitiatingProcessVersionInfoCompanyName,RequestProtocol,InitiatingProcessAccountSid,ReportId,"InitiatingProcessCreationTime [UTC]",PreviousFolderPath,InitiatingProcessSHA1,FileSize,InitiatingProcessMD5,InitiatingProcessFileSize,InitiatingProcessTokenElevation,InitiatingProcessParentId,ActionType,RequestAccountName,MD5,InitiatingProcessVersionInfoOriginalFileName,RequestSourceIP,FileOriginUrl,FolderPath,InitiatingProcessAccountObjectId,InitiatingProcessVersionInfoProductVersion,InitiatingProcessVersionInfoFileDescription,DeviceId,AppGuardContainerId,InitiatingProcessAccountUpn,FileName,RequestAccountSid,InitiatingProcessIntegrityLevel,"InitiatingProcessParentCreationTime [UTC]",FileOriginIP,InitiatingProcessSHA256,InitiatingProcessId,FileOriginReferrerUrl,SHA1,SHA256,TenantId,Type,"_ResourceId"
"12/3/2025, 7:01:28.793 PM","wm-g3g9l52v5c",,"/library/tanium/taniumclient/taniumclient",,,,root,"11/20/2025, 8:15:40.749 PM",TaniumClient,,"/Library/Tanium/TaniumClient/TaniumClient -c","wm-g3g9l52v5c.visa.com",,,taniumclient,,Unknown,"S-1-5-18",296633,"11/20/2025, 8:03:45.036 PM",,e55a706bb6419540fd540d78cff65b6d0fad1ecb,0,,0,None,21473,FileCreated,,,,,,"/Library/Tanium/TaniumClient/VB/TempUnix_21473_6e7683aa.sh",,,,8cfabe2eeb21223218a1e92febaf1f4baa695908,,,"TempUnix_21473_6e7683aa.sh",,,"11/20/2025, 8:03:45.025 PM",,,21473,,,,"e48570a8-b54d-4ef2-b91d-a207532d393b","DeviceFileEvents_CL",
"12/3/2025, 7:01:28.793 PM","wm-g3g9l52v5c",,"/library/tanium/taniumclient/taniumclient",,,,root,"11/20/2025, 8:15:26.530 PM",TaniumClient,,"/Library/Tanium/TaniumClient/TaniumClient -c","wm-g3g9l52v5c.visa.com",,,taniumclient,,Unknown,"S-1-5-18",296631,"11/20/2025, 8:03:45.036 PM",,,0,e3e775e993ab7cf37a5ff9247195d8ee,0,None,21473,FileCreated,,,,,,"/Library/Tanium/TaniumClient/VB/TempUnix_21473_6e7683aa.sh",,,,8cfabe2eeb21223218a1e92febaf1f4baa695908,,,"TempUnix_21473_6e7683aa.sh",,,"11/20/2025, 8:03:45.025 PM",,,21473,,,,"e48570a8-b54d-4ef2-b91d-a207532d393b","DeviceFileEvents_CL",
"12/3/2025, 7:01:28.793 PM","wm-wfy77ky7jq",,"/library/tanium/taniumclient/taniumclient",,,,root,"11/20/2025, 8:16:44.085 PM",TaniumClient,,"/Library/Tanium/TaniumClient/TaniumClient -c","wm-wfy77ky7jq.visa.com",,,taniumclient,,Unknown,"S-1-5-18",254368,"11/20/2025, 7:44:27.158 PM",,da97d0c5c1e4b63aab6b91cb29dce0253e5d0dcb,0,,0,None,62863,FileCreated,,,,,,"/Library/Tanium/TaniumClient/VB/TempUnix_62863_509acd78.sh",,,,c1f8855637a57fbcee51de197aa0c2008b504c71,,,"TempUnix_62863_509acd78.sh",,,"11/20/2025, 7:44:27.082 PM",,,62863,,,,"e48570a8-b54d-4ef2-b91d-a207532d393b","DeviceFileEvents_CL",
"12/3/2025, 7:01:28.793 PM","wm-wfy77ky7jq",,"/library/tanium/taniumclient/taniumclient",,,,root,"11/20/2025, 8:16:44.036 PM",TaniumClient,,"/Library/Tanium/TaniumClient/TaniumClient -c","wm-wfy77ky7jq.visa.com",,,taniumclient,,Unknown,"S-1-5-18",254367,"11/20/2025, 7:44:27.158 PM",,,0,,0,None,62863,FileCreated,,,,,,"/Library/Tanium/TaniumClient/VB/TempUnix_62863_509acd78.sh",,,,c1f8855637a57fbcee51de197aa0c2008b504c71,,,"TempUnix_62863_509acd78.sh",,,"11/20/2025, 7:44:27.082 PM",,,62863,,,,"e48570a8-b54d-4ef2-b91d-a207532d393b","DeviceFileEvents_CL",
"12/3/2025, 7:01:28.793 PM","wm-wfy77ky7jq",,"/library/tanium/taniumclient/taniumclient",,,,root,"11/20/2025, 8:16:43.965 PM",TaniumClient,,"/Library/Tanium/TaniumClient/TaniumClient -c","wm-wfy77ky7jq.visa.com",,,taniumclient,,Unknown,"S-1-5-18",254363,"11/20/2025, 7:44:27.158 PM",,,0,,0,None,62863,FileCreated,,,,,,"/Library/Tanium/TaniumClient/VB/TempUnix_62863_509acd78.sh",,,,c1f8855637a57fbcee51de197aa0c2008b504c71,,,"TempUnix_62863_509acd78.sh",,,"11/20/2025, 7:44:27.082 PM",,,62863,,,,"e48570a8-b54d-4ef2-b91d-a207532d393b","DeviceFileEvents_CL",
"12/3/2025, 7:01:28.793 PM","wm-wfy77ky7jq",,"/library/tanium/taniumclient/taniumclient",,,,root,"11/20/2025, 8:16:43.994 PM",TaniumClient,,"/Library/Tanium/TaniumClient/TaniumClient -c","wm-wfy77ky7jq.visa.com",,,taniumclient,,Unknown,"S-1-5-18",254364,"11/20/2025, 7:44:27.158 PM",,,0,,0,None,62863,FileCreated,,,,,,"/Library/Tanium/TaniumClient/VB/TempUnix_62863_509acd78.sh",,,,c1f8855637a57fbcee51de197aa0c2008b504c71,,,"TempUnix_62863_509acd78.sh",,,"11/20/2025, 7:44:27.082 PM",,,62863,,,,"e48570a8-b54d-4ef2-b91d-a207532d393b","DeviceFileEvents_CL",
"12/3/2025, 7:01:28.793 PM","wm-wfy77ky7jq",,"/library/tanium/taniumclient/taniumclient",,,,root,"11/20/2025, 8:16:43.862 PM",TaniumClient,,"/Library/Tanium/TaniumClient/TaniumClient -c","wm-wfy77ky7jq.visa.com",,,taniumclient,,Unknown,"S-1-5-18",254362,"11/20/2025, 7:44:27.158 PM",,,0,,0,None,62863,FileCreated,,,,,,"/Library/Tanium/TaniumClient/VB/TempUnix_62863_509acd78.sh",,,,c1f8855637a57fbcee51de197aa0c2008b504c71,,,"TempUnix_62863_509acd78.sh",,,"11/20/2025, 7:44:27.082 PM",,,62863,,,,"e48570a8-b54d-4ef2-b91d-a207532d393b","DeviceFileEvents_CL",
"12/3/2025, 7:01:28.793 PM","wm-wfy77ky7jq",,"/library/tanium/taniumclient/taniumclient",,,,root,"11/20/2025, 8:16:43.789 PM",TaniumClient,,"/Library/Tanium/TaniumClient/TaniumClient -c","wm-wfy77ky7jq.visa.com",,,taniumclient,,Unknown,"S-1-5-18",254359,"11/20/2025, 7:44:27.158 PM",,512fe96ede2927de550e9c5573586dcf71ee6b9e,0,,0,None,62863,FileCreated,,,,,,"/Library/Tanium/TaniumClient/VB/TempUnix_62863_509acd78.sh",,,,c1f8855637a57fbcee51de197aa0c2008b504c71,,,"TempUnix_62863_509acd78.sh",,,"11/20/2025, 7:44:27.082 PM",,,62863,,,,"e48570a8-b54d-4ef2-b91d-a207532d393b","DeviceFileEvents_CL",
"12/3/2025, 7:01:28.793 PM","wm-md2yrqq9gm",,"/usr/local/jamf/bin/jamf",,".dat.nosync91A9.oqThx7",,root,"11/20/2025, 8:16:48.090 PM",JamfDaemon,,"/usr/local/jamf/bin/jamf policy -event CLIENT_CHECKIN -stopConsoleLogs -concurrent","wm-md2yrqq9gm.visa.com",,,jamf,,Unknown,"S-1-5-18",187548,"11/20/2025, 8:08:04.779 PM","/Library/Application Support/JAMF/tmp/",571181605a7d7190be106ccbc3769555b17a023a,228,353022b93728fa189473f343f92523a7,18907952,None,37289,FileRenamed,,90836790d6339521eb472001a6d1a08a,,,,"/Library/Application Support/JAMF/tmp/2EC2002D-A435-40C3-A132-2D461218FB5C",,,,3db001557618bd06a7dee2a1f31acc001b1526ea,,,"2ec2002d-a435-40c3-a132-2d461218fb5c",,,"11/20/2025, 8:08:04.737 PM",,9f8ea8caa1599386c00fa89b91ef806a3ebd71e334604244f4511bd6df7c68d4,37289,,4f7302fe8ad85f52e086e986d7d2b9a020c8e962,fe435a14622e65be8e68ce7a21526edc7f8b88ee2c4a7b04bc19653401336515,"e48570a8-b54d-4ef2-b91d-a207532d393b","DeviceFileEvents_CL",
"12/3/2025, 7:01:28.793 PM","wm-md2yrqq9gm",,"/usr/local/jamf/bin/jamf",,,,root,"11/20/2025, 8:16:48.090 PM",JamfDaemon,,"/usr/local/jamf/bin/jamf policy -event CLIENT_CHECKIN -stopConsoleLogs -concurrent","wm-md2yrqq9gm.visa.com",,,jamf,,Unknown,"S-1-5-18",187549,"11/20/2025, 8:08:04.779 PM",,571181605a7d7190be106ccbc3769555b17a023a,228,239d1d14bf6fe76ad8eef2e58bfe2e7f,18907952,None,37289,FileCreated,,90836790d6339521eb472001a6d1a08a,,,,"/Library/Application Support/JAMF/tmp/2EC2002D-A435-40C3-A132-2D461218FB5C",,,,3db001557618bd06a7dee2a1f31acc001b1526ea,,,"2ec2002d-a435-40c3-a132-2d461218fb5c",,,"11/20/2025, 8:08:04.737 PM",,9f8ea8caa1599386c00fa89b91ef806a3ebd71e334604244f4511bd6df7c68d4,37289,,4f7302fe8ad85f52e086e986d7d2b9a020c8e962,fe435a14622e65be8e68ce7a21526edc7f8b88ee2c4a7b04bc19653401336515,"e48570a8-b54d-4ef2-b91d-a207532d393b","DeviceFileEvents_CL",
