"TimeGenerated [UTC]",Url,UrlLocation,UrlDomain,NetworkMessageId,ReportId,TenantId,Type,"_ResourceId"
"12/3/2025, 6:47:48.778 PM","https://kiso8c6a9w.top/fwlink/?LinkId=521839",Body,"kiso8c6a9w.top","80013d3e-7198-4a83-da48-08de2872d689","80013d3e-7198-4a83-da48-08de2872d689-12525668163062207440","e48570a8-b54d-4ef2-b91d-a207532d393b","EmailUrlInfo_CL",
"12/3/2025, 6:47:48.778 PM","https://narroxp.su/rewdf",Body,"narroxp.su","f4af6aec-7d7c-45af-b8b7-08de2872d170","f4af6aec-7d7c-45af-b8b7-08de2872d170-1792659446570927363","e48570a8-b54d-4ef2-b91d-a207532d393b","EmailUrlInfo_CL",
"12/3/2025, 6:47:48.778 PM","https://insite.trusted.visa.com/content/insite/support/my-tech-tools/web-meeting-recording-rules.html",Body,"insite.trusted.visa.com","be47c3f6-d55f-47de-e93d-08de2872dcac","be47c3f6-d55f-47de-e93d-08de2872dcac-1446630184977763709","e48570a8-b54d-4ef2-b91d-a207532d393b","EmailUrlInfo_CL",
"12/3/2025, 6:47:48.778 PM","http://pingback.quadixde.com/s/opensans/v10/cJZKeOuBrn4kERxqtaUH3bO3LdcAZYWl9Si6vvxL-qU.woff",Body,"pingback.quadixde.com","bd1213a2-5189-4de4-9fec-08de2872cff6","bd1213a2-5189-4de4-9fec-08de2872cff6-904399253514958841","e48570a8-b54d-4ef2-b91d-a207532d393b","EmailUrlInfo_CL",
"12/3/2025, 6:47:48.778 PM","https://mailie.assets-yammer.com/mailer_images/blowhorn-icon-red.png",Body,"mailie.assets-yammer.com","1f59d646-dfce-4667-3c74-08de2872cc4b","1f59d646-dfce-4667-3c74-08de2872cc4b-7483204856758094067","e48570a8-b54d-4ef2-b91d-a207532d393b","EmailUrlInfo_CL",
"12/3/2025, 6:47:48.778 PM","https://link.email.houseoffraser.co.uk/u/gm.php?prm=FB9U69YyYZ_797370128_543620_224460&_esuh=_11_05e0447bab4ca2cf42956673ef7bb17794d7288e1fee6a60d4e61c6d9bfd923a",Body,"link.email.houseoffraser.co.uk","e4da6d34-2f38-44b3-5877-08de2872ca7d","e4da6d34-2f38-44b3-5877-08de2872ca7d-9268057080456101661","e48570a8-b54d-4ef2-b91d-a207532d393b","EmailUrlInfo_CL",
"12/3/2025, 6:47:48.778 PM","www.greatbaitusa.com/sy22/",Body,"greatbaitusa.com","3137a670-e8e0-4b40-fb3f-08de2872cab5","3137a670-e8e0-4b40-fb3f-08de2872cab5-13034264849148208281","e48570a8-b54d-4ef2-b91d-a207532d393b","EmailUrlInfo_CL",
"12/3/2025, 6:47:48.778 PM","https://firebolt.orjupiter.com/api/mailings/opened/PMRGSZBCHI2DEMJQGU2CYITPOJTSEORCGU3TKYLDMM2TQLLBGQYTCLJUG5SGMLLBGAZDCLLDGUYTQY3DMQ3GIYJTMERCYITWMVZHG2LPNYRDUIRUEIWCE43JM4RDUISMMRYWYTSUPB4WU2LHMVMTE2TRNZEEMXZYLBGVKZSZO5BTOODFJEYHSS3CIVKVIS2MJBTT2IT5.gif",Body,"firebolt.orjupiter.com","9aaf687f-629f-46e5-c642-08de2872d084","9aaf687f-629f-46e5-c642-08de2872d084-15720451037895343933","e48570a8-b54d-4ef2-b91d-a207532d393b","EmailUrlInfo_CL",
"12/3/2025, 6:47:48.778 PM","https://confluence.atlassian.com/display/JIRAKB/Image+attachments+are+not+displayed+in+emails",Body,"confluence.atlassian.com","4af90b0c-952f-4daf-4b62-08de2872cb77","4af90b0c-952f-4daf-4b62-08de2872cb77-9397898681576305851","e48570a8-b54d-4ef2-b91d-a207532d393b","EmailUrlInfo_CL",
"12/3/2025, 6:47:48.778 PM","https://dellservices.my.salesforce.com/servlet/servlet.ImageServer?oid=00D0b000000GaMp&esid=018Do00000MqeI4&from=ext",Body,"dellservices.my.salesforce.com","4998748a-d58e-4b81-f07f-08de2872d927","4998748a-d58e-4b81-f07f-08de2872d927-8238716337746502959","e48570a8-b54d-4ef2-b91d-a207532d393b","EmailUrlInfo_CL",
