5523c0ac-586d-491e-bc73-fc18f9ed2c28,DocuSign NA1
3190d40e-82d9-44ee-af78-4ce2aafd4f15,Zoom Video Communications
0771c6f9-71c7-46d4-87a9-3b57443ee250,Zoom OneDrive
a644e37f-d354-440f-843a-1e1ee7dfc4ef,Windows Defender Security Intelligence
21fbe0e7-6e83-4fb0-a56f-92a67c64e37a,Amazon Alexa Connect
30966914-6789-4d1c-9e2b-76a81a5e2a54,Barracuda Networks
2a6082d8-9f0a-455c-a26b-7fce81edefb8,Favro
adc8d359-f3ef-4e0a-b170-2bcf5a022728,ClassFlow Prod OneDrive Personal
23523755-3a2b-41ca-9315-f81f3f566a95,ACOM Azure Website
7b7531ad-5926-4f2d-8a1d-38495ad33e17,Azure Advanced Threat Protection
e9f49c6b-5ce5-44c8-925d-015017e9f7ad,Azure Data Lake
835b2a73-6e10-4aa5-a979-21dfda45231c,Azure Lab Services Portal
c44b4083-3bb0-49c1-b47d-974e53cbdf3c,Azure Portal
37182072-3c9c-4f6a-a4b3-b3f91cacffce,AzureSupportCenter
9ea1ad79-fdb6-4f9a-8bc3-2b70f96e34c7,Bing
bb2a2e3a-c5e7-4f0a-88e0-8e01fd3fc1f4,CPIM Service
e64aa8bc-8eb4-40e2-898b-cf261a25954f,CRM Power BI Integration
00000007-0000-0000-c000-000000000000,Dataverse
60c8bde5-3167-4f92-8fdb-059f6176dc0f,Enterprise Roaming and Backup
a57aca87-cbc0-4f3c-8b9e-dc095fdc8978,IAM Supportability
16aeb910-ce68-41d1-9ac3-9e1673ac9575,IrisSelectionFrontDoor
d73f4b35-55c9-48c7-8b10-651f6f2acb2e,MCAPI Authorization Prod
944f0bd1-117b-4b1c-af26-804ed95e767e,Media Analysis and Transformation Service
0cd196ee-71bf-4fd6-a57c-b491ffd4fb1e,Media Analysis and Transformation Service
ee272b19-4411-433f-8f28-5c13cb6fd407,Microsoft 365 Support Service
0000000c-0000-0000-c000-000000000000,Microsoft App Access Panel
65d91a3d-ab74-42e6-8a2f-0add61688c74,Microsoft Approval Management
38049638-cc2c-4cde-abe4-4479d721ed44,Microsoft Approval Management
29d9ed98-a469-4536-ade2-f981bc1d605e,Microsoft Authentication Broker
04b07795-8ddb-461a-bbee-02f9e1bf7b46,Microsoft Azure CLI
1950a258-227b-4e31-a9cf-717495945fc2,Microsoft Azure PowerShell
cf36b471-5b44-428c-9ce7-313bf84528de,Microsoft Bing Search
2d7f3606-b07d-41d1-b9d2-0d0c9296a6e8,Microsoft Bing Search for Microsoft Edge
1786c5ed-9644-47b2-8aa0-7201292175b6,Microsoft Bing Default Search Engine
3090ab82-f1c1-4cdf-af2c-5d7a6f3e2cc7,Microsoft Defender for Cloud Apps
18fbca16-2224-45f6-85b0-f7bf2b39b3f3,Microsoft Docs
00000015-0000-0000-c000-000000000000,Microsoft Dynamics ERP
6253bca8-faf2-4587-8f2f-b056d80998a7,Microsoft Edge Insider Addons Prod
00000007-0000-0ff1-ce00-000000000000,Microsoft Exchange Online Protection
c9a559d2-7aab-4f13-a6ed-e7e9c52aec87,Microsoft Forms
00000003-0000-0000-c000-000000000000,Microsoft Graph
74bcdadc-2fdc-4bb3-8459-76d06952a0e9,Microsoft Intune Web Company Portal
fc0f3af4-6835-4174-b806-f7db311fd2f3,Microsoft Intune Windows Agent
18fbca16-2224-45f6-85b0-f7bf2b39b3f3,Microsoft Learn
d3590ed6-52b3-4102-aeff-aad2292ab01c,Microsoft Office
00000006-0000-0ff1-ce00-000000000000,Microsoft Office 365 Portal
67e3df25-268a-4324-a550-0de1c7f97287,Microsoft Office Web Apps Service
d176f6e7-38e5-40c9-8a78-3998aab820e7,Microsoft Online Syndication Partner Portal
93625bc8-bfe2-437a-97e0-3d0060024faa,Microsoft password reset service
871c010f-5e61-4fb1-83ac-98610a7e9110,Microsoft Power BI
28b567f6-162c-4f54-99a0-6887f387bbcc,Microsoft Storefronts
cf53fce8-def6-4aeb-8d30-b158e7b1cf83,Microsoft Stream Portal
98db8bd6-0cc0-4e67-9de5-f187f1cd1b41,Microsoft Substrate Management
fdf9885b-dd37-42bf-82e5-c3129ef5a302,Microsoft Support
1fec8e78-bce4-4aaf-ab1b-5451cc387264,Microsoft Teams
cc15fd57-2c6c-4117-a88c-83b1d56b4bbe,Microsoft Teams Services
5e3ce6c0-2b1f-4285-8d4b-75ee78787346,Microsoft Teams Web Client
