ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"user_id_s",7,"System.String",string
"user_name_s",8,"System.String",string
"id_g",9,"System.String",string
"action_s",10,"System.String",string
"requestId_g",11,"System.String",string
"status_s",12,"System.String",string
"timestamp_t",13,"System.DateTime",datetime
"actionParameters_clientID_s",14,"System.String",string
"actionParameters_name_s",15,"System.String",string
"actionParameters_products_s",16,"System.String",string
"actionParameters_role_s",17,"System.String",string
"actionParameters_scopes_s",18,"System.String",string
"actionParameters_userEmail_s",19,"System.String",string
"actionParameters_userID_s",20,"System.String",string
"actionParameters_userpoolID_s",21,"System.String",string
"serviceAccount_id_s",22,"System.String",string
"serviceAccount_name_s",23,"System.String",string
"actionParameters_input_id_g",24,"System.String",string
"userAgent_s",25,"System.String",string
SourceIP,26,"System.String",string
"actionParameters_input_name_s",27,"System.String",string
"actionParameters_input_projectId_s",28,"System.String",string
"actionParameters_input_type_s",29,"System.String",string
"actionParameters_input_vulnerabilityParams_assetObjectType_s",30,"System.String",string
"actionParameters_input_vulnerabilityParams_filters_status_s",31,"System.String",string
"actionParameters_input_vulnerabilityParams_filters_vendorSeverity_s",32,"System.String",string
"actionParameters_input_vulnerabilityParams_type_s",33,"System.String",string
Type,34,"System.String",string
"_ResourceId",35,"System.String",string
