ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"sourceRule_id_s",7,"System.String",string
"sourceRule_controlDescription_s",8,"System.String",string
"sourceRule_resolutionRecommendation_s",9,"System.String",string
"sourceRule_securitySubCategories_s",10,"System.String",string
"entitySnapshot_providerId_g",11,"System.String",string
"entitySnapshot_subscriptionTags_SubscriptionTestTag_s",12,"System.String",string
"entitySnapshot_subscriptionTags_WizTestTag_s",13,"System.String",string
"entitySnapshot_subscriptionTags_pending_deletion_s",14,"System.String",string
"entitySnapshot_tags_pending_deletion_s",15,"System.String",string
"entitySnapshot_tags_pending_shutdown_s",16,"System.String",string
"entitySnapshot_subscriptionExternalId_s",17,"System.String",string
"entitySnapshot_externalId_g",18,"System.String",string
"entitySnapshot_tags_aks_managed_createOperationID_g",19,"System.String",string
"entitySnapshot_tags_aks_managed_creationSource_s",20,"System.String",string
"entitySnapshot_tags_aks_managed_kubeletIdentityClientID_g",21,"System.String",string
"entitySnapshot_tags_aks_managed_orchestrator_s",22,"System.String",string
"entitySnapshot_tags_aks_managed_poolName_s",23,"System.String",string
"entitySnapshot_tags_aks_managed_resourceNameSuffix_s",24,"System.String",string
"entitySnapshot_tags_cluster_autoscaler_cluster_name_s",25,"System.String",string
"entitySnapshot_tags_cluster_autoscaler_enabled_s",26,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_pulumi_Project_s",27,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_pulumi_Stack_s",28,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_topology_kubernetes_io_zone_s",29,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_wiz_s",30,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_wiz_csi_ready_s",31,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_wiz_io_cluster_name_s",32,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_wiz_io_disk_size_s",33,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_wiz_io_node_group_type_s",34,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_wiz_io_workload_type_s",35,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_wizOutpostID_g",36,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_wiz_dc_s",37,"System.String",string
"entitySnapshot_tags_k8s_io_cluster_autoscaler_node_template_label_wiz_region_s",38,"System.String",string
"entitySnapshot_tags_max_s",39,"System.String",string
"entitySnapshot_tags_min_s",40,"System.String",string
"entitySnapshot_tags_pulumi_Project_s",41,"System.String",string
"entitySnapshot_tags_pulumi_Stack_s",42,"System.String",string
"entitySnapshot_tags_topology_disk_csi_azure_com_zone_s",43,"System.String",string
"entitySnapshot_tags_wiz_s",44,"System.String",string
"entitySnapshot_tags_wiz_dc_s",45,"System.String",string
"entitySnapshot_tags_wiz_region_s",46,"System.String",string
"entitySnapshot_tags_wizOutpostID_g",47,"System.String",string
"id_g",48,"System.String",string
"sourceRule___typename_s",49,"System.String",string
"sourceRule_id_g",50,"System.String",string
"sourceRule_name_s",51,"System.String",string
"sourceRule_cloudConfigurationRuleDescription_s",52,"System.String",string
"sourceRule_remediationInstructions_s",53,"System.String",string
"sourceRule_serviceType_s",54,"System.String",string
"createdAt_t",55,"System.DateTime",datetime
"updatedAt_t",56,"System.DateTime",datetime
"status_s",57,"System.String",string
"severity_s",58,"System.String",string
"entitySnapshot_id_g",59,"System.String",string
"entitySnapshot_type_s",60,"System.String",string
"entitySnapshot_nativeType_s",61,"System.String",string
"entitySnapshot_name_s",62,"System.String",string
"entitySnapshot_status_s",63,"System.String",string
"entitySnapshot_cloudPlatform_s",64,"System.String",string
"entitySnapshot_cloudProviderURL_s",65,"System.String",string
"entitySnapshot_providerId_s",66,"System.String",string
"entitySnapshot_region_s",67,"System.String",string
"entitySnapshot_resourceGroupExternalId_s",68,"System.String",string
"entitySnapshot_subscriptionExternalId_g",69,"System.String",string
"entitySnapshot_subscriptionName_s",70,"System.String",string
"entitySnapshot_externalId_s",71,"System.String",string
"serviceTickets_s",72,"System.String",string
"notes_s",73,"System.String",string
"sourceURL_s",74,"System.String",string
Type,75,"System.String",string
"_ResourceId",76,"System.String",string
