ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"vulnerableAsset_providerUniqueId_g",7,"System.String",string
"vulnerableAsset_operatingSystem_s",8,"System.String",string
"vulnerableAsset_ipAddresses_s",9,"System.String",string
"vulnerableAsset_tags_owner_s",10,"System.String",string
"vulnerableAsset_tags_gilad_docker_for_windows_s",11,"System.String",string
"id_g",12,"System.String",string
"portalUrl_s",13,"System.String",string
"name_s",14,"System.String",string
"CVEDescription_s",15,"System.String",string
"CVSSSeverity_s",16,"System.String",string
"score_d",17,"System.Double",real
"exploitabilityScore_d",18,"System.Double",real
"impactScore_d",19,"System.Double",real
"hasExploit_b",20,"System.SByte",bool
"hasCisaKevExploit_b",21,"System.SByte",bool
"status_s",22,"System.String",string
"vendorSeverity_s",23,"System.String",string
"firstDetectedAt_t",24,"System.DateTime",datetime
"lastDetectedAt_t",25,"System.DateTime",datetime
"resolvedAt_t",26,"System.DateTime",datetime
"description_s",27,"System.String",string
"remediation_s",28,"System.String",string
"detailedName_s",29,"System.String",string
"version_s",30,"System.String",string
"fixedVersion_s",31,"System.String",string
"detectionMethod_s",32,"System.String",string
"link_s",33,"System.String",string
"locationPath_s",34,"System.String",string
"vulnerableAsset_id_g",35,"System.String",string
"vulnerableAsset_type_s",36,"System.String",string
"vulnerableAsset_name_s",37,"System.String",string
"vulnerableAsset_region_s",38,"System.String",string
"vulnerableAsset_providerUniqueId_s",39,"System.String",string
"vulnerableAsset_cloudProviderURL_s",40,"System.String",string
"vulnerableAsset_cloudPlatform_s",41,"System.String",string
"vulnerableAsset_status_s",42,"System.String",string
"vulnerableAsset_subscriptionName_s",43,"System.String",string
"vulnerableAsset_subscriptionExternalId_g",44,"System.String",string
"vulnerableAsset_subscriptionId_g",45,"System.String",string
"vulnerableAsset_hasLimitedInternetExposure_b",46,"System.SByte",bool
"vulnerableAsset_isAccessibleFromVPN_b",47,"System.SByte",bool
"vulnerableAsset_isAccessibleFromOtherVnets_b",48,"System.SByte",bool
"vulnerableAsset_isAccessibleFromOtherSubscriptions_b",49,"System.SByte",bool
"vulnerableAsset_runtime_s",50,"System.String",string
Type,51,"System.String",string
"_ResourceId",52,"System.String",string
