TenantId,SourceSystem,"TimeGenerated [UTC]",Computer,"EventTime [UTC]",Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,MG,Type,"_ResourceId"
"00000000-0000-0000-0000-000000000000",Linux,"7/7/2022, 8:55:10.130 PM","FireboxV-SM","7/7/2022, 10:55:10.000 PM",local1,"FireboxV-SM",warn,"msg_id=""3000-0148"" Allow Servers External 52 tcp 20 127 10.10.10.10 51.124.32.246 26450 443 offset 8 S 3310934543 win 61690  geo_dst=""NLD""  (HTTPS-00)",,"Unknown IP",firewall,"00000000-0000-0000-0000-000000000002",Syslog,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/collector01_group/providers/microsoft.compute/virtualmachines/collector01"
"00000000-0000-0000-0000-000000000000",Linux,"7/7/2022, 8:55:10.133 PM","FireboxV-SM","7/7/2022, 10:55:10.000 PM",local1,"FireboxV-SM",warn,"msg_id=""3000-0148"" Allow Servers External 52 tcp 20 127 10.10.10.10 51.124.32.246 26453 443 offset 8 S 1890602675 win 61690  geo_dst=""NLD""  (HTTPS-00)",,"Unknown IP",firewall,"00000000-0000-0000-0000-000000000002",Syslog,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/collector01_group/providers/microsoft.compute/virtualmachines/collector01"
"00000000-0000-0000-0000-000000000000",Linux,"7/7/2022, 8:55:10.137 PM","FireboxV-SM","7/7/2022, 10:55:10.000 PM",local1,"FireboxV-SM",warn,"msg_id=""3000-0148"" Allow Servers External 142 udp 20 127 10.10.10.10 192.175.48.1 57691 53  geo_dst=""USA""  (TrustedAll-00)",,"Unknown IP",firewall,"00000000-0000-0000-0000-000000000002",Syslog,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/collector01_group/providers/microsoft.compute/virtualmachines/collector01"
"00000000-0000-0000-0000-000000000000",Linux,"7/7/2022, 8:55:12.287 PM","FireboxV-SM","7/7/2022, 10:55:12.000 PM",local1,"FireboxV-SM",warn,"msg_id=""3000-0148"" Allow Servers External 52 tcp 20 127 10.10.10.10 20.189.173.2 26454 443 offset 8 S 1306815066 win 61690  geo_dst=""USA""  (HTTPS-00)",,"Unknown IP",firewall,"00000000-0000-0000-0000-000000000002",Syslog,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/collector01_group/providers/microsoft.compute/virtualmachines/collector01"
"00000000-0000-0000-0000-000000000000",Linux,"7/7/2022, 8:55:12.287 PM","FireboxV-SM","7/7/2022, 10:55:12.000 PM",local1,"FireboxV-SM",warn,"msg_id=""3000-0148"" Allow Servers External 52 tcp 20 127 10.10.10.10 52.242.101.226 26451 443 offset 8 S 3390179618 win 61690  geo_dst=""USA""  (HTTPS-00)",,"Unknown IP",firewall,"00000000-0000-0000-0000-000000000002",Syslog,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/collector01_group/providers/microsoft.compute/virtualmachines/collector01"
"00000000-0000-0000-0000-000000000000",Linux,"7/7/2022, 8:55:12.287 PM","FireboxV-SM","7/7/2022, 10:55:12.000 PM",local1,"FireboxV-SM",warn,"msg_id=""3000-0148"" Allow Servers External 52 tcp 20 127 10.10.10.10 20.123.104.105 26452 443 offset 8 S 2365829058 win 61690  geo_dst=""IRL""  (HTTPS-00)",,"Unknown IP",firewall,"00000000-0000-0000-0000-000000000002",Syslog,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/collector01_group/providers/microsoft.compute/virtualmachines/collector01"
"00000000-0000-0000-0000-000000000000",Linux,"7/7/2022, 8:55:13.780 PM","FireboxV-SM","7/7/2022, 10:55:13.000 PM",local1,"FireboxV-SM",warn,"msg_id=""3000-0148"" Allow Servers External 52 tcp 20 127 10.10.10.10 20.50.80.209 26465 443 offset 8 S 3287983679 win 61690  geo_dst=""IRL""  (HTTPS-00)",,"Unknown IP",firewall,"00000000-0000-0000-0000-000000000002",Syslog,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/collector01_group/providers/microsoft.compute/virtualmachines/collector01"
"00000000-0000-0000-0000-000000000000",Linux,"7/7/2022, 8:55:13.780 PM","FireboxV-SM","7/7/2022, 10:55:13.000 PM",local1,"FireboxV-SM",warn,"msg_id=""3000-0148"" Allow Servers External 52 tcp 20 127 10.10.10.10 52.242.101.226 26467 443 offset 8 S 1899000216 win 61690  geo_dst=""USA""  (HTTPS-00)",,"Unknown IP",firewall,"00000000-0000-0000-0000-000000000002",Syslog,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/collector01_group/providers/microsoft.compute/virtualmachines/collector01"
"00000000-0000-0000-0000-000000000000",Linux,"7/7/2022, 8:55:13.783 PM","FireboxV-SM","7/7/2022, 10:55:13.000 PM",local1,"FireboxV-SM",warn,"msg_id=""3000-0148"" Allow Servers External 52 tcp 20 127 10.10.10.10 51.124.32.246 26470 443 offset 8 S 2210991324 win 61690  geo_dst=""NLD""  (HTTPS-00)",,"Unknown IP",firewall,"00000000-0000-0000-0000-000000000002",Syslog,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/collector01_group/providers/microsoft.compute/virtualmachines/collector01"
"00000000-0000-0000-0000-000000000000",Linux,"7/7/2022, 8:55:16.260 PM","FireboxV-SM","7/7/2022, 10:55:16.000 PM",local1,"FireboxV-SM",warn,"msg_id=""3000-0148"" Allow Servers External 52 tcp 20 127 10.10.10.10 20.189.173.2 26471 443 offset 8 S 1064751551 win 61690  geo_dst=""USA""  (HTTPS-00)",,"Unknown IP",firewall,"00000000-0000-0000-0000-000000000002",Syslog,"/subscriptions/00000000-0000-0000-0000-000000000000/resourcegroups/collector01_group/providers/microsoft.compute/virtualmachines/collector01"
