TenantId,SourceSystem,"TimeGenerated [UTC]",Computer,"EventTime [UTC]",Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,MG,Type,"_ResourceId"
"18c8e890-87g6-87hy-jf76-01aa7de837h6",Linux,"4/3/2023, 12:00:00.182 AM","192.18.28.7","4/3/2023, 12:00:00.182 AM",user,"192.18.28.7",critical,"2023/04/03-00: 00:00.784868 UTC [**] [Hostname: tb1-c878-test-1] [**] [System_IP: 20.216.98.7] [**] [Instance_ID: 1] [**] Drop [**] UTD WebFilter Category/Reputation [**] [URL: www.test.com] ** [Category: Fashion and Beauty] ** [Reputation: 96] [POLICY: testbed-inspection-profile] {TCP} 192.168.102.102:37968 -> 23.33.16.104:443",,"192.18.28.7",,,Syslog,"/subscriptions/ec3e8376-627f-38hu-1765-09865c91765c/resourcegroups/test_msft_sentinel_integration_98716/providers/microsoft.hybridcompute/machines/ubuntu-4"
"18c8e890-87g6-87hy-jf76-01aa7de837h6",Linux,"4/3/2023, 12:00:14.543 AM","192.18.28.7","4/3/2023, 12:00:14.543 AM",user,"192.18.28.7",critical,"2023/04/03-00: 00:15.198414 UTC [**] [Hostname: tb1-c878-test-1] [**] [System_IP: 20.216.98.7] [**] [Instance_ID: 1] [**] Pass [**] UTD WebFilter Whitelist [**] [URL: security.eicar.com] [POLICY: testbed-inspection-profile] {TCP} 192.168.102.102:49506 -> 89.238.73.97:443",,"192.18.28.7",,,Syslog,"/subscriptions/ec3e8376-627f-38hu-1765-09865c91765c/resourcegroups/test_msft_sentinel_integration_98716/providers/microsoft.hybridcompute/machines/ubuntu-4"
"18c8e890-87g6-87hy-jf76-01aa7de837h6",Linux,"4/3/2023, 12:00:26.093 AM","192.18.28.7","4/3/2023, 12:00:26.093 AM",user,"192.18.28.7",critical,"2023/04/03-00: 00:26.765069 UTC [**] [Hostname: tb1-c878-test-1] [**] [System_IP: 20.216.98.7] [**] [Instance_ID: 1] [**] Pass [**] UTD WebFilter Whitelist [**] [URL: security.eicar.com] [POLICY: testbed-inspection-profile] {TCP} 192.168.102.102:47920 -> 89.238.73.97:443",,"192.18.28.7",,,Syslog,"/subscriptions/ec3e8376-627f-38hu-1765-09865c91765c/resourcegroups/test_msft_sentinel_integration_98716/providers/microsoft.hybridcompute/machines/ubuntu-4"
"18c8e890-87g6-87hy-jf76-01aa7de837h6",Linux,"4/3/2023, 12:00:37.646 AM","192.18.28.7","4/3/2023, 12:00:37.646 AM",user,"192.18.28.7",critical,"2023/04/03-00: 00:38.294018 UTC [**] [Hostname: tb1-c878-test-1] [**] [System_IP: 20.216.98.7] [**] [Instance_ID: 1] [**] Pass [**] UTD WebFilter Whitelist [**] [URL: security.eicar.com] [POLICY: testbed-inspection-profile] {TCP} 192.168.102.102:53784 -> 89.238.73.97:443",,"192.18.28.7",,,Syslog,"/subscriptions/ec3e8376-627f-38hu-1765-09865c91765c/resourcegroups/test_msft_sentinel_integration_98716/providers/microsoft.hybridcompute/machines/ubuntu-4"
"18c8e890-87g6-87hy-jf76-01aa7de837h6",Linux,"4/3/2023, 12:00:49.193 AM","192.18.28.7","4/3/2023, 12:00:49.193 AM",user,"192.18.28.7",critical,"2023/04/03-00: 00:49.819215 UTC [**] [Hostname: tb1-c878-test-1] [**] [System_IP: 20.216.98.7] [**] [Instance_ID: 1] [**] Pass [**] UTD WebFilter Whitelist [**] [URL: security.eicar.com] [POLICY: testbed-inspection-profile] {TCP} 192.168.102.102:41184 -> 89.238.73.97:443",,"192.18.28.7",,,Syslog,"/subscriptions/ec3e8376-627f-38hu-1765-09865c91765c/resourcegroups/test_msft_sentinel_integration_98716/providers/microsoft.hybridcompute/machines/ubuntu-4"
"18c8e890-87g6-87hy-jf76-01aa7de837h6",Linux,"4/3/2023, 12:01:00.734 AM","192.18.28.7","4/3/2023, 12:01:00.734 AM",user,"192.18.28.7",critical,"2023/04/03-00: 01:01.357100 UTC [**] [Hostname: tb1-c878-test-1] [**] [System_IP: 20.216.98.7] [**] [Instance_ID: 1] [**] Pass [**] UTD WebFilter Whitelist [**] [URL: security.eicar.com] [POLICY: testbed-inspection-profile] {TCP} 192.168.102.102:50120 -> 89.238.73.97:443",,"192.18.28.7",,,Syslog,"/subscriptions/ec3e8376-627f-38hu-1765-09865c91765c/resourcegroups/test_msft_sentinel_integration_98716/providers/microsoft.hybridcompute/machines/ubuntu-4"
"18c8e890-87g6-87hy-jf76-01aa7de837h6",Linux,"4/3/2023, 12:01:12.178 AM","192.18.28.7","4/3/2023, 12:01:12.178 AM",user,"192.18.28.7",critical,"2023/04/03-00: 01:12.874556 UTC [**] [Hostname: tb1-c878-test-1] [**] [System_IP: 20.216.98.7] [**] [Instance_ID: 1] [**] Pass [**] UTD WebFilter Whitelist [**] [URL: security.eicar.com] [POLICY: testbed-inspection-profile] {TCP} 192.168.102.102:51976 -> 89.238.73.97:443",,"192.18.28.7",,,Syslog,"/subscriptions/ec3e8376-627f-38hu-1765-09865c91765c/resourcegroups/test_msft_sentinel_integration_98716/providers/microsoft.hybridcompute/machines/ubuntu-4"
"18c8e890-87g6-87hy-jf76-01aa7de837h6",Linux,"4/3/2023, 12:01:23.725 AM","192.18.28.7","4/3/2023, 12:01:23.725 AM",user,"192.18.28.7",critical,"2023/04/03-00: 01:24.372248 UTC [**] [Hostname: tb1-c878-test-1] [**] [System_IP: 20.216.98.7] [**] [Instance_ID: 1] [**] Pass [**] UTD WebFilter Whitelist [**] [URL: security.eicar.com] [POLICY: testbed-inspection-profile] {TCP} 192.168.102.102:44978 -> 89.238.73.97:443",,"192.18.28.7",,,Syslog,"/subscriptions/ec3e8376-627f-38hu-1765-09865c91765c/resourcegroups/test_msft_sentinel_integration_98716/providers/microsoft.hybridcompute/machines/ubuntu-4"
"18c8e890-87g6-87hy-jf76-01aa7de837h6",Linux,"4/3/2023, 12:01:35.272 AM","192.18.28.7","4/3/2023, 12:01:35.272 AM",user,"192.18.28.7",critical,"2023/04/03-00: 01:35.926594 UTC [**] [Hostname: tb1-c878-test-1] [**] [System_IP: 20.216.98.7] [**] [Instance_ID: 1] [**] Pass [**] UTD WebFilter Whitelist [**] [URL: security.eicar.com] [POLICY: testbed-inspection-profile] {TCP} 192.168.102.102:59152 -> 89.238.73.97:443",,"192.18.28.7",,,Syslog,"/subscriptions/ec3e8376-627f-38hu-1765-09865c91765c/resourcegroups/test_msft_sentinel_integration_98716/providers/microsoft.hybridcompute/machines/ubuntu-4"
"18c8e890-87g6-87hy-jf76-01aa7de837h6",Linux,"4/3/2023, 12:01:46.817 AM","192.18.28.7","4/3/2023, 12:01:46.817 AM",user,"192.18.28.7",critical,"2023/04/03-00: 01:47.497500 UTC [**] [Hostname: tb1-c878-test-1] [**] [System_IP: 20.216.98.7] [**] [Instance_ID: 1] [**] Pass [**] UTD WebFilter Whitelist [**] [URL: security.eicar.com] [POLICY: testbed-inspection-profile] {TCP} 192.168.102.102:48562 -> 89.238.73.97:443",,"192.18.28.7",,,Syslog,"/subscriptions/ec3e8376-627f-38hu-1765-09865c91765c/resourcegroups/test_msft_sentinel_integration_98716/providers/microsoft.hybridcompute/machines/ubuntu-4"
