ColumnName,ColumnOrdinal,DataType,ColumnType
TenantId,0,"System.String",string
SourceSystem,1,"System.String",string
MG,2,"System.String",string
ManagementGroupName,3,"System.String",string
TimeGenerated,4,"System.DateTime",datetime
Computer,5,"System.String",string
RawData,6,"System.String",string
"articleTitle_s",7,"System.String",string
"articleUrl_s",8,"System.String",string
"source_s",9,"System.String",string
"type_s",10,"System.String",string
"value_s",11,"System.String",string
Type,12,"System.String",string
"_ResourceId",13,"System.String",string
