TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated,Computer,RawData,Type
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    199 146.105.105.3 TCP_TUNNEL/200 16807 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    533 146.105.105.3 TCP_TUNNEL/200 16864 CONNECT agentserviceapi.guestconfiguration.azure.com:443 - HIER_DIRECT/agentserviceapi.guestconfiguration.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    731 146.105.105.3 TCP_TUNNEL/200 17049 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000      3 146.105.105.3 TCP_MISS/503 4096 GET http://ipv6.msftconnecttest.com/connecttest.txt - HIER_NONE/- text/html
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000      4 146.105.105.3 TCP_MISS/200 654 GET http://www.msftconnecttest.com/connecttest.txt - HIER_DIRECT/www.msftconnecttest.com text/plain
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000   5753 146.105.105.3 TCP_TUNNEL/200 1308 CONNECT computacenter-zsb1.cloud.tanium.com:17472 - HIER_DIRECT/computacenter-zsb1.cloud.tanium.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000   4342 146.105.105.3 TCP_TUNNEL/200 5017 CONNECT client.wns.windows.com:443 - HIER_DIRECT/client.wns.windows.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    270 146.105.105.3 TCP_TUNNEL/200 16807 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    497 146.105.105.3 TCP_TUNNEL/200 5000 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    255 146.105.105.3 TCP_TUNNEL/200 5002 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    114 146.105.105.3 TCP_TUNNEL/200 5699 CONNECT gwc.his.arc.azure.com:443 - HIER_DIRECT/gwc.his.arc.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000 115250 146.105.105.3 TCP_TUNNEL/200 4294 CONNECT europe.cp.wd.microsoft.com:443 - HIER_DIRECT/europe.cp.wd.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    313 146.105.105.3 TCP_TUNNEL/200 5000 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    376 146.105.105.3 TCP_TUNNEL_ABORTED/200 6525 CONNECT nexusrules.officeapps.live.com:443 - HIER_DIRECT/nexusrules.officeapps.live.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    306 146.105.105.3 TCP_TUNNEL/200 16807 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    542 146.105.105.3 TCP_TUNNEL/200 24506 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000      2 146.105.105.3 TCP_MISS/200 1986 GET http://crl.verisign.com/pca3.crl - HIER_DIRECT/crl.verisign.com application/pkix-crl
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000      3 146.105.105.3 TCP_MISS/503 4096 GET http://ipv6.msftconnecttest.com/connecttest.txt - HIER_NONE/- text/html
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000      4 146.105.105.3 TCP_MISS/200 654 GET http://www.msftconnecttest.com/connecttest.txt - HIER_DIRECT/www.msftconnecttest.com text/plain
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    195 146.105.105.3 TCP_TUNNEL_ABORTED/200 4727 CONNECT winatp-gw-neu.microsoft.com:443 - HIER_DIRECT/winatp-gw-neu.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    208 146.105.105.3 TCP_TUNNEL/200 5699 CONNECT gwc.his.arc.azure.com:443 - HIER_DIRECT/gwc.his.arc.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000 115287 146.105.105.3 TCP_TUNNEL/200 27207 CONNECT europe.cp.wd.microsoft.com:443 - HIER_DIRECT/europe.cp.wd.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000 109965 146.105.105.3 TCP_TUNNEL/200 4911 CONNECT v10.vortex-win.data.microsoft.com:443 - HIER_DIRECT/v10.vortex-win.data.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000  96299 146.105.105.3 TCP_TUNNEL/200 6697 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000   3808 146.105.105.3 TCP_TUNNEL_ABORTED/200 4727 CONNECT winatp-gw-neu.microsoft.com:443 - HIER_DIRECT/winatp-gw-neu.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    341 146.105.105.3 TCP_TUNNEL/200 24503 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:12:59 +0000    455 146.105.105.3 TCP_TUNNEL/200 5002 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:13:00 +0000  63374 146.105.105.3 TCP_TUNNEL/200 5327 CONNECT eu.vortex-win.data.microsoft.com:443 - HIER_DIRECT/eu.vortex-win.data.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:13:00 +0000    476 146.105.105.3 TCP_TUNNEL/200 5002 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:13:00 +0000    457 146.105.105.3 TCP_TUNNEL/200 16807 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:13:00 +0000    331 146.105.105.3 TCP_TUNNEL/200 16807 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:13:00 +0000    341 146.105.105.3 TCP_TUNNEL/200 5000 CONNECT eu-v20.events.data.microsoft.com:443 - HIER_DIRECT/eu-v20.events.data.microsoft.com -
",SquidProxy_CL
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,2/28/2023 8:15:27 AM,cchatproxyp01,"28/Feb/2023:08:13:00 +0000    249 146.105.105.3 TCP_TUNNEL/200 17915 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL
