"TimeGenerated [UTC]",CovewareHostName,Artifact,EventType,TechniqueId,"EventTime [UTC]","FirstRunOrAccessed [UTC]",Hostname,EventActivity,Country,Id,Md5Hash,Sha1Hash,Sha256Hash,MachineId,RiskLevel,"ScanTime [UTC]",Username,TenantId,Type
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","Logins/Logouts",T1078,"8/25/2025, 2:25:45.000 PM",,VBR1,"Veeam Backup & Replication console has been closed by USDEMO\jason.acord",,"c5e48adf-92b5-47ac-8ae7-d1167dd115b4",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",low,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","Logins/Logouts",T1078,"8/25/2025, 2:25:44.000 PM",,VBR1,"Veeam Backup & Replication console has been closed by USDEMO\jason.acord",,"74e6cfa9-bd19-4b23-b875-51c79a18e8ee",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",low,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","Logins/Logouts",T1078,"8/25/2025, 2:25:29.000 PM",,VBR1,"Veeam Backup & Replication console has been closed by USDEMO\jason.acord",,"3d659759-ce97-47c0-8971-0ae6c3a83be5",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",low,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","Logins/Logouts",T1078,"8/25/2025, 2:04:23.000 PM",,VBR1,"Veeam Backup & Replication console has been closed by USDEMO\christian.miller",,"8659970e-052f-48be-b482-87027adc11b7",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",low,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","Logins/Logouts",T1078,"8/25/2025, 2:04:12.000 PM",,VBR1,"Veeam Backup & Replication console has been closed by USDEMO\christian.miller",,"a6966569-5d6f-40f8-a3cb-8b347a029885",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",low,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","Logins/Logouts",T1078,"8/25/2025, 2:04:07.000 PM",,VBR1,"Veeam Backup & Replication console has been launched by USDEMO\christian.miller",,"9b7f3d43-47f4-412a-a4b1-4b3c84e1cd5a",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",low,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","Logins/Logouts",T1078,"8/25/2025, 2:03:35.000 PM",,VBR1,"Veeam Backup & Replication console has been launched by USDEMO\christian.miller",,"b2bb3757-974f-489c-9ffa-24f17223f0c1",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",low,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","Logins/Logouts",T1078,"8/25/2025, 2:01:44.000 PM",,VBR1,"Veeam Backup & Replication console has been launched by USDEMO\maidel.fletes",,"0f36ce0b-c5c3-416f-97fb-359de75bf093",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",low,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","Logins/Logouts",T1078,"8/25/2025, 2:00:47.000 PM",,VBR1,"Veeam Backup & Replication console has been launched by NT AUTHORITY\SYSTEM",,"10a513b6-8c9c-4701-be38-a421ce1096c9",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",low,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Terminal Services Event Log","Lateral Movement",T1021,"8/25/2025, 1:36:55.000 PM",,DEMO4,"Remote Desktop Logon from IP address 172.18.51.36 (Internal) to account USDEMO\Andrew.Stammworthy",Internal,"cbc19487-0ab5-43af-a682-66925821c24b",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",medium,"8/25/2025, 1:36:24.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","VBR Deletion Event",T1565,"8/25/2025, 1:25:37.000 PM",,VBR1,"Application group Application Group 3 has been deleted.",,"2b01e509-4045-4bed-9f39-d783c10b3657",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",high,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","VBR Deletion Event",T1565,"8/25/2025, 1:24:35.000 PM",,VBR1,"'1' jobs has been deleted from 'SureBackup Job 2'.",,"96685b67-243a-423a-8628-40ff5638fd75",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",medium,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","VBR Deletion Event",T1565,"8/25/2025, 1:24:35.000 PM",,VBR1,"SureBackup 'SureBackup Job 2' has been deleted.",,"ce5b522e-71bd-4668-b471-af3dcbfd1e34",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",medium,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","VBR Deletion Event",T1565,"8/25/2025, 1:24:35.000 PM",,VBR1,"SureBackup job 'SureBackup Job 2' has been deleted.",,"6d747e80-28e5-42cb-b9e4-86a56ba22086",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",medium,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
"8/25/2025, 8:08:38.937 PM",CovewareServer,"Veeam Backup Event Log","VBR Deletion Event",T1565,"8/25/2025, 1:24:22.000 PM",,VBR1,"'9' jobs has been deleted from 'SureBackup Job 3'.",,"5583d006-b513-4169-b3ce-3cc2c789a5c4",,,,"f4a42602-fd4e-4891-b674-672ae12cb0a5",medium,"8/25/2025, 2:48:45.000 PM",,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamCovewareFindings_CL"
