TenantId,SourceSystem,TimeGenerated,Computer,EventTime,Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,MG,Type,_ResourceId
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,10/7/2022 18:16,10.151.254.59,10/7/2022 19:27,user,10.151.254.59,info,RT_FLOW_SESSION_CLOSE: session closed TCP FIN: 10.255.50.101/34494->10.151.254.59/22 junos-ssh 10.255.50.101/34494->10.151.254.59/22 N/A N/A N/A N/A 6 Allow-Intra MGMNT MGMNT 52380767 165(13032) 266(46477) 286 SSH UNKNOWN N/A(N/A) ae1.255 UNKNOWN,,Unknown IP,RT_FLOW,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,10/7/2022 17:59,10.151.254.59,10/7/2022 19:10,user,10.151.254.59,info,RT_FLOW_SESSION_CLOSE: session closed TCP FIN: 10.255.50.101/43142->10.151.254.59/22 junos-ssh 10.255.50.101/43142->10.151.254.59/22 N/A N/A N/A N/A 6 Allow-Intra MGMNT MGMNT 52394690 182(13916) 324(51633) 306 SSH UNKNOWN N/A(N/A) ae1.255 UNKNOWN,,Unknown IP,RT_FLOW,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,10/7/2022 17:59,10.151.254.59,10/7/2022 19:10,user,10.225.254.59,info,RT_FLOW_SESSION_CREATE: session created 10.255.50.101/52896->10.151.254.59/22 junos-ssh 10.255.50.101/52896->10.151.254.59/22 N/A N/A N/A N/A 6 Allow-Intra MGMNT MGMNT 62201129 N/A(N/A) ae1.255 UNKNOWN UNKNOWN UNKNOWN,,Unknown IP,RT_FLOW,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,10/7/2022 18:17,10.151.254.59,10/7/2022 19:28,user,10.151.254.59,info,RT_FLOW_SESSION_CREATE: session created 10.255.50.101/39082->10.151.254.59/22 junos-ssh 10.255.50.101/39082->10.151.254.59/22 N/A N/A N/A N/A 6 Allow-Intra MGMNT MGMNT 22358638 N/A(N/A) ae1.255 UNKNOWN UNKNOWN UNKNOWN,,Unknown IP,RT_FLOW,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,10/7/2022 18:22,10.151.254.59,10/7/2022 19:32,user,10.151.254.59,info,RT_FLOW_SESSION_CLOSE: session closed TCP FIN: 10.255.50.101/39082->10.151.254.59/22 junos-ssh 10.255.50.101/39082->10.151.254.59/22 N/A N/A N/A N/A 6 Allow-Intra MGMNT MGMNT 22358638 180(13812) 266(46413) 289 SSH UNKNOWN N/A(N/A) ae1.255 UNKNOWN,,Unknown IP,RT_FLOW,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,10/7/2022 18:22,10.151.254.59,10/7/2022 19:33,user,10.151.254.59,info,RT_FLOW_SESSION_CREATE: session created 10.255.50.101/42822->10.151.254.59/22 junos-ssh 10.255.50.101/42822->10.151.254.59/22 N/A N/A N/A N/A 6 Allow-Intra MGMNT MGMNT 22348647 N/A(N/A) ae1.255 SSH UNKNOWN UNKNOWN,,Unknown IP,RT_FLOW,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,10/7/2022 18:04,10.151.254.59,10/7/2022 19:15,user,10.151.254.59,info,RT_FLOW_SESSION_CLOSE: session closed TCP FIN: 10.255.50.101/52896->10.151.254.59/22 junos-ssh 10.255.50.101/52896->10.151.254.59/22 N/A N/A N/A N/A 6 Allow-Intra MGMNT MGMNT 62201129 172(13396) 298(49229) 308 SSH UNKNOWN N/A(N/A) ae1.255 UNKNOWN,,Unknown IP,RT_FLOW,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,10/7/2022 18:05,10.151.254.59,10/7/2022 19:16,user,10.151.254.59,info,RT_FLOW_SESSION_CREATE: session created 10.255.50.101/58270->10.151.254.59/22 junos-ssh 10.255.50.101/58270->10.151.254.59/22 N/A N/A N/A N/A 6 Allow-Intra MGMNT MGMNT 42607911 N/A(N/A) ae1.255 SSH UNKNOWN UNKNOWN,,Unknown IP,RT_FLOW,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,10/7/2022 18:10,10.151.254.59,10/7/2022 19:21,user,10.151.254.59,info,RT_FLOW_SESSION_CLOSE: session closed TCP FIN: 10.255.50.101/58270->10.151.254.59/22 junos-ssh 10.255.50.101/58270->10.151.254.59/22 N/A N/A N/A N/A 6 Allow-Intra MGMNT MGMNT 42607911 162(12876) 272(47085) 285 SSH UNKNOWN N/A(N/A) ae1.255 UNKNOWN,,Unknown IP,RT_FLOW,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,10/7/2022 18:11,10.151.254.59,10/7/2022 19:22,user,10.151.254.59,info,RT_FLOW_SESSION_CREATE: session created 10.255.50.101/34494->10.151.254.59/22 junos-ssh 10.255.50.101/34494->10.151.254.59/22 N/A N/A N/A N/A 6 Allow-Intra MGMNT MGMNT 52380767 N/A(N/A) ae1.255 SSH UNKNOWN UNKNOWN,,Unknown IP,RT_FLOW,00000000-0000-0000-0000-000000000002,Syslog,
