"TimeGenerated [UTC]",VbrHostName,SessionType,State,PlatformName,Id,Name,JobId,"CreationTime [UTC]","EndTime [UTC]",ProgressPercent,Result,ResultStatus,ResultMessage,ResultIsCanceled,Message,IsCanceled,ResourceId,ResourceReference,ParentSessionId,Usn,PlatformId,TenantId,Type,"_ResourceId"
"9/3/2025, 8:48:17.310 AM",vbr1231,ConfigurationBackup,Stopped,,"6c369ed8-391f-4402-bfbd-72f1b82e9adb","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","9/3/2025, 8:46:13.517 AM","9/3/2025, 8:46:18.142 AM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",Failed,,false,,,,,,3270052,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
"9/3/2025, 8:48:19.842 AM",win2022,ConfigurationBackup,Stopped,,"1a7d01a2-be08-4e9d-bad2-51cbc0701538","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","9/3/2025, 8:46:12.535 AM","9/3/2025, 8:46:25.129 AM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",Failed,,false,,,,,,24248575,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
"8/29/2025, 7:43:48.263 AM",win2022,ConfigurationBackup,Stopped,,"98b24591-7269-4a94-bcb8-366b9ef9fd80","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","8/29/2025, 7:41:37.549 AM","8/29/2025, 7:41:50.697 AM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",Failed,,false,,,,,,23791825,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
"8/29/2025, 7:51:09.149 AM",win2022,ConfigurationBackup,Stopped,,"5bfea591-380e-49bd-966d-a5e53a074e57","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","8/29/2025, 7:49:04.804 AM","8/29/2025, 7:49:16.237 AM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",Failed,,false,,,,,,23792189,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
"8/28/2025, 4:18:25.778 PM",win2022,ConfigurationBackup,Stopped,,"adfdceb6-89e1-4dad-88ed-31888d9f1288","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","8/28/2025, 4:16:16.517 PM","8/28/2025, 4:16:34.064 PM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",Failed,,false,,,,,,23734150,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
"8/28/2025, 4:51:35.624 PM",win2022,ConfigurationBackup,Stopped,,"71b1386b-e3d0-4eb8-a26e-e6afa8e03b56","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","8/28/2025, 4:49:30.416 PM","8/28/2025, 4:49:41.869 PM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",Failed,,false,,,,,,23737044,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
"8/29/2025, 8:22:31.321 AM",win2022,ConfigurationBackup,Stopped,,"87ead9b7-9f35-4b4f-8cb2-e92329926752","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","8/29/2025, 8:20:27.001 AM","8/29/2025, 8:20:39.393 AM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",Failed,,false,,,,,,23793662,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
"8/29/2025, 8:22:35.272 AM",vbr1231,ConfigurationBackup,Stopped,,"8dfb35b7-5d88-47dc-8a6d-157e406cd689","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","8/29/2025, 8:20:26.723 AM","8/29/2025, 8:20:31.363 AM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",Failed,,false,,,,,,3055672,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
"9/1/2025, 3:02:56.014 PM",win2022,ConfigurationBackup,Stopped,,"727d1fa9-77f7-43d8-a0d5-4f597613b1e9","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","9/1/2025, 3:00:49.620 PM","9/1/2025, 3:01:07.167 PM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",Failed,,false,,,,,,24085417,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
"9/1/2025, 3:20:14.489 PM",win2022,ConfigurationBackup,Stopped,,"927b95fa-2b1f-48dc-932d-746daf03d188","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","9/1/2025, 3:18:10.901 PM","9/1/2025, 3:18:23.307 PM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",Failed,,false,,,,,,24087306,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
"8/28/2025, 3:23:14.305 PM",win2022,ConfigurationBackup,Stopped,,"18424f5e-7cc2-4a62-a458-ad29ad2f76e2","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","8/28/2025, 3:21:06.533 PM","8/28/2025, 3:21:19.329 PM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",,,,,,,,,23730290,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
"8/28/2025, 4:00:07.317 PM",win2022,ConfigurationBackup,Stopped,,"3a0a6d52-9140-4df4-9491-2826c5d96840","Backup Configuration Job","99d1bf3d-e2e0-4bec-b2b3-820c0b87d212","8/28/2025, 3:58:01.898 PM","8/28/2025, 3:58:13.267 PM",100,"class SessionResultModel {
  Result: Failed
  Message: 
  IsCanceled: False
}
",,,,,,,,,23732755,,"bf00e9b2-7a96-4caf-ac79-b9df2d7d06bb","VeeamSessions_CL",
