TenantId,SourceSystem,TimeGenerated [UTC],Computer,EventTime [UTC],Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,MG,Type,_ResourceId
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,"8/19/2022, 11:35:01.473 AM",10.151.254.59,"8/17/2022, 5:41:54.000 PM",user,10.151.254.59,info,"41:54.210-04:00 CityHall-3600-0 RT_FLOW - RT_FLOW_SESSION_CLOSE [junos@2636.1.1.1.2.34 reason=""TCP FIN"" source-address=""10.241.189.229"" source-port=""58780"" destination-address=""152.70.136.207"" destination-port=""17472"" service-name=""None"" nat-source-address=""140.241.241.121"" nat-source-port=""35393"" nat-destination-address=""152.70.136.207"" nat-destination-port=""17472"" src-nat-rule-type=""source rule"" src-nat-rule-name=""CH-A"" dst-nat-rule-type=""N/A"" dst-nat-rule-name=""N/A"" protocol-id=""6"" policy-name=""ID116"" source-zone-name=""trust"" destination-zone-name=""untrust"" session-id-32=""220544298"" packets-from-client=""9"" bytes-from-client=""2210"" packets-from-server=""7"" bytes-from-server=""471"" elapsed-time=""8"" application=""UNKNOWN"" nested-application=""UNKNOWN"" username=""N/A"" roles=""N/A"" packet-incoming-interface=""reth0.0"" encrypted=""UNKNOWN""]",,Unknown IP,1,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,"8/19/2022, 11:35:01.477 AM",10.151.254.59,"8/17/2022, 5:41:54.000 PM",user,10.151.254.59,info,"41:54.210-04:00 CityHall-3600-0 RT_FLOW - RT_FLOW_SESSION_CREATE [junos@2636.1.1.1.2.34 source-address=""10.241.239.219"" source-port=""53218"" destination-address=""152.70.136.207"" destination-port=""17472"" service-name=""None"" nat-source-address=""140.241.241.130"" nat-source-port=""46543"" nat-destination-address=""152.70.136.207"" nat-destination-port=""17472"" src-nat-rule-type=""source rule"" src-nat-rule-name=""BRA-10-241-239-CH-A"" dst-nat-rule-type=""N/A"" dst-nat-rule-name=""N/A"" protocol-id=""6"" policy-name=""ID116"" source-zone-name=""trust"" destination-zone-name=""untrust"" session-id-32=""220268617"" username=""N/A"" roles=""N/A"" packet-incoming-interface=""reth0.0"" application=""UNKNOWN"" nested-application=""UNKNOWN"" encrypted=""UNKNOWN""]",,Unknown IP,1,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,"8/19/2022, 11:35:01.477 AM",10.151.254.59,"8/17/2022, 5:41:54.000 PM",user,10.151.254.59,info,"41:54.210-04:00 CityHall-3600-0 RT_FLOW - RT_FLOW_SESSION_CLOSE [junos@2636.1.1.1.2.34 reason=""TCP FIN"" source-address=""10.241.101.168"" source-port=""51461"" destination-address=""52.87.118.154"" destination-port=""5432"" service-name=""None"" nat-source-address=""140.241.241.69"" nat-source-port=""44950"" nat-destination-address=""52.87.118.154"" nat-destination-port=""5432"" src-nat-rule-type=""source rule"" src-nat-rule-name=""VLAN-101-CH-A"" dst-nat-rule-type=""N/A"" dst-nat-rule-name=""N/A"" protocol-id=""6"" policy-name=""ID116"" source-zone-name=""trust"" destination-zone-name=""untrust"" session-id-32=""220146769"" packets-from-client=""257"" bytes-from-client=""75561"" packets-from-server=""318"" bytes-from-server=""203344"" elapsed-time=""2401"" application=""UNKNOWN"" nested-application=""UNKNOWN"" username=""N/A"" roles=""N/A"" packet-incoming-interface=""reth0.0"" encrypted=""UNKNOWN""]",,Unknown IP,1,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,"8/19/2022, 11:35:01.477 AM",10.151.254.59,"8/17/2022, 5:41:54.000 PM",user,10.151.254.59,info,"41:54.210-04:00 CityHall-3600-0 RT_FLOW - RT_FLOW_SESSION_CLOSE [junos@2636.1.1.1.2.34 reason=""TCP CLIENT RST"" source-address=""50.16.206.228"" source-port=""49604"" destination-address=""140.241.251.146"" destination-port=""443"" service-name=""junos-https"" nat-source-address=""50.16.206.228"" nat-source-port=""49604"" nat-destination-address=""140.241.251.146"" nat-destination-port=""443"" src-nat-rule-type=""N/A"" src-nat-rule-name=""N/A"" dst-nat-rule-type=""N/A"" dst-nat-rule-name=""N/A"" protocol-id=""6"" policy-name=""ID143"" source-zone-name=""untrust"" destination-zone-name=""dmz"" session-id-32=""220616126"" packets-from-client=""15"" bytes-from-client=""2658"" packets-from-server=""12"" bytes-from-server=""5725"" elapsed-time=""3"" application=""UNKNOWN"" nested-application=""UNKNOWN"" username=""N/A"" roles=""N/A"" packet-incoming-interface=""reth2.0"" encrypted=""UNKNOWN""]",,Unknown IP,1,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,"8/19/2022, 11:35:01.477 AM",10.151.254.59,"8/17/2022, 5:41:54.000 PM",user,10.151.254.59,info,"41:54.210-04:00 CityHall-3600-0 RT_FLOW - RT_FLOW_SESSION_CREATE [junos@2636.1.1.1.2.34 source-address=""10.241.193.126"" source-port=""62918"" destination-address=""8.8.8.8"" destination-port=""53"" service-name=""junos-dns-udp"" nat-source-address=""140.241.0.20"" nat-source-port=""47608"" nat-destination-address=""8.8.8.8"" nat-destination-port=""53"" src-nat-rule-type=""source rule"" src-nat-rule-name=""NAT-REAL"" dst-nat-rule-type=""N/A"" dst-nat-rule-name=""N/A"" protocol-id=""17"" policy-name=""ID116"" source-zone-name=""trust"" destination-zone-name=""untrust"" session-id-32=""220461224"" username=""N/A"" roles=""N/A"" packet-incoming-interface=""reth0.0"" application=""UNKNOWN"" nested-application=""UNKNOWN"" encrypted=""UNKNOWN""]",,Unknown IP,1,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,"8/19/2022, 11:35:01.477 AM",10.151.254.59,"8/17/2022, 5:41:54.000 PM",user,10.151.254.59,info,"41:54.210-04:00 CityHall-3600-0 RT_FLOW - RT_FLOW_SESSION_CLOSE [junos@2636.1.1.1.2.34 reason=""TCP FIN"" source-address=""10.209.11.48"" source-port=""3808"" destination-address=""10.241.111.106"" destination-port=""443"" service-name=""junos-https"" nat-source-address=""10.209.11.48"" nat-source-port=""3808"" nat-destination-address=""10.241.111.106"" nat-destination-port=""443"" src-nat-rule-type=""N/A"" src-nat-rule-name=""N/A"" dst-nat-rule-type=""N/A"" dst-nat-rule-name=""N/A"" protocol-id=""6"" policy-name=""ERPA-AWS-TO-COB"" source-zone-name=""trust"" destination-zone-name=""trust"" session-id-32=""220147248"" packets-from-client=""8"" bytes-from-client=""876"" packets-from-server=""10"" bytes-from-server=""4927"" elapsed-time=""3"" application=""UNKNOWN"" nested-application=""UNKNOWN"" username=""N/A"" roles=""N/A"" packet-incoming-interface=""st0.28"" encrypted=""UNKNOWN""]",,Unknown IP,1,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,"8/19/2022, 11:35:01.477 AM",10.151.254.59,"8/17/2022, 5:41:54.000 PM",user,10.151.254.59,info,"41:54.210-04:00 CityHall-3600-0 RT_FLOW - RT_FLOW_SESSION_CLOSE [junos@2636.1.1.1.2.34 reason=""TCP FIN"" source-address=""10.241.84.163"" source-port=""60044"" destination-address=""136.226.71.68"" destination-port=""443"" service-name=""junos-https"" nat-source-address=""140.241.241.67"" nat-source-port=""34659"" nat-destination-address=""136.226.71.68"" nat-destination-port=""443"" src-nat-rule-type=""source rule"" src-nat-rule-name=""Parks-HQ-CH-A"" dst-nat-rule-type=""N/A"" dst-nat-rule-name=""N/A"" protocol-id=""6"" policy-name=""ID114"" source-zone-name=""trust"" destination-zone-name=""untrust"" session-id-32=""220156119"" packets-from-client=""8"" bytes-from-client=""2307"" packets-from-server=""7"" bytes-from-server=""1323"" elapsed-time=""2"" application=""UNKNOWN"" nested-application=""UNKNOWN"" username=""N/A"" roles=""N/A"" packet-incoming-interface=""reth0.0"" encrypted=""UNKNOWN""]",,Unknown IP,1,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,"8/19/2022, 11:35:01.477 AM",10.151.254.59,"8/17/2022, 5:41:54.000 PM",user,10.151.254.59,info,"41:54.436-04:00 CityHall-3600-0 RT_FLOW - RT_FLOW_SESSION_CREATE [junos@2636.1.1.1.2.34 source-address=""10.209.31.230"" source-port=""5360"" destination-address=""10.241.103.100"" destination-port=""53"" service-name=""junos-dns-udp"" nat-source-address=""10.209.31.230"" nat-source-port=""5360"" nat-destination-address=""10.241.103.100"" nat-destination-port=""53"" src-nat-rule-type=""N/A"" src-nat-rule-name=""N/A"" dst-nat-rule-type=""N/A"" dst-nat-rule-name=""N/A"" protocol-id=""17"" policy-name=""ERPA-AWS-TO-COB"" source-zone-name=""trust"" destination-zone-name=""trust"" session-id-32=""140438490"" username=""N/A"" roles=""N/A"" packet-incoming-interface=""st0.28"" application=""UNKNOWN"" nested-application=""UNKNOWN"" encrypted=""UNKNOWN""]",,Unknown IP,1,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,"8/19/2022, 11:35:01.477 AM",10.151.254.59,"8/17/2022, 5:41:54.000 PM",user,10.151.254.59,info,"41:54.210-04:00 CityHall-3600-0 RT_FLOW - RT_FLOW_SESSION_CLOSE [junos@2636.1.1.1.2.34 reason=""TCP FIN"" source-address=""10.241.161.185"" source-port=""50617"" destination-address=""191.237.83.82"" destination-port=""443"" service-name=""junos-https"" nat-source-address=""140.241.0.20"" nat-source-port=""33430"" nat-destination-address=""191.237.83.82"" nat-destination-port=""443"" src-nat-rule-type=""source rule"" src-nat-rule-name=""NAT-REAL"" dst-nat-rule-type=""N/A"" dst-nat-rule-name=""N/A"" protocol-id=""6"" policy-name=""ID114"" source-zone-name=""trust"" destination-zone-name=""untrust"" session-id-32=""220534774"" packets-from-client=""8"" bytes-from-client=""928"" packets-from-server=""7"" bytes-from-server=""5251"" elapsed-time=""2"" application=""UNKNOWN"" nested-application=""UNKNOWN"" username=""N/A"" roles=""N/A"" packet-incoming-interface=""reth0.0"" encrypted=""UNKNOWN""]",,Unknown IP,1,00000000-0000-0000-0000-000000000002,Syslog,
58afdc1d-32c7-497b-926f-94c1d1e9e192,Linux,"8/19/2022, 11:35:01.477 AM",10.151.254.59,"8/17/2022, 5:41:54.000 PM",user,10.151.254.59,info,"41:54.210-04:00 CityHall-3600-0 RT_FLOW - RT_FLOW_SESSION_CREATE [junos@2636.1.1.1.2.34 source-address=""10.209.31.230"" source-port=""5308"" destination-address=""10.241.103.101"" destination-port=""53"" service-name=""junos-dns-udp"" nat-source-address=""10.209.31.230"" nat-source-port=""5308"" nat-destination-address=""10.241.103.101"" nat-destination-port=""53"" src-nat-rule-type=""N/A"" src-nat-rule-name=""N/A"" dst-nat-rule-type=""N/A"" dst-nat-rule-name=""N/A"" protocol-id=""17"" policy-name=""ERPA-AWS-TO-COB"" source-zone-name=""trust"" destination-zone-name=""trust"" session-id-32=""220406949"" username=""N/A"" roles=""N/A"" packet-incoming-interface=""st0.28"" application=""UNKNOWN"" nested-application=""UNKNOWN"" encrypted=""UNKNOWN""]",,Unknown IP,1,00000000-0000-0000-0000-000000000002,Syslog,
