accountId,accountName,activityType,agentId,agentUpdatedVersion,comments,createdAt,data/accountName,data/fullScopeDetails,data/groupName,data/reason,data/role,data/scopeLevel,data/scopeName,data/siteName,data/source,data/userScope,data/username,description,groupId,groupName,hash,id,osFamily,primaryDescription,secondaryDescription,siteId,siteName,threatId,updatedAt,userId,event_name,activeDirectory/computerDistinguishedName,activeDirectory/lastUserDistinguishedName,activeThreats,agentVersion,allowRemoteShell,appsVulnerabilityStatus,computerName,consoleMigrationStatus,coreCount,cpuCount,cpuId,domain,encryptedApplications,externalId,externalIp,firewallEnabled,groupIp,inRemoteShellSession,infected,installerType,isActive,isDecommissioned,isPendingUninstall,isUninstalled,isUpToDate,lastActiveDate,lastIpToMgmt,lastLoggedInUserName,licenseKey,locationEnabled,locationType,locations/0/id,locations/0/name,locations/0/scope,machineType,mitigationMode,mitigationModeSuspicious,modelName,networkInterfaces/0/gatewayIp,networkInterfaces/0/gatewayMacAddress,networkInterfaces/0/id,networkInterfaces/0/inet/0,networkInterfaces/0/name,networkInterfaces/0/physical,networkQuarantineEnabled,networkStatus,operationalState,operationalStateExpiration,osArch,osName,osRevision,osStartTime,osType,osUsername,rangerStatus,rangerVersion,registeredAt,remoteProfilingState,remoteProfilingStateExpiration,scanAbortedAt,scanFinishedAt,scanStartedAt,scanStatus,threatRebootRequired,totalMemory,uuid,creator,creatorId,filterId,filterName,inherits,isDefault,name,rank,registrationToken,totalAgents,type
949654416477127465,SentinelOne,27,,,,2021-03-29T10:20:00.423732Z,SentinelOne,Site company of Account SentinelOne,,,Admin,Site,company,company,mgmt,site,User1,,,,,1122264891673034145,,The management user User1 logged into the management console.,,1051878885014575334,company,,2021-03-29T10:20:00.420238Z,1118732499133907649,Activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949654416477127465,SentinelOne,27,,,,2021-03-29T10:30:00.412381Z,SentinelOne,Site company of Account SentinelOne,,,Admin,Site,company,company,mgmt,site,User1,,,,,1122269924737170980,,The management user User1 logged into the management console.,,1051878885014575334,company,,2021-03-29T10:30:00.408484Z,1118732499133907649,Activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949654416477127465,SentinelOne,27,,,,2021-03-29T13:00:00.446959Z,SentinelOne,Site company of Account SentinelOne,,,Admin,Site,company,company,mgmt,site,User1,,,,,1122345422502772882,,The management user User1 logged into the management console.,,1051878885014575334,company,,2021-03-29T13:00:00.443496Z,1118732499133907649,Activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949654416477127465,SentinelOne,27,,,,2021-03-29T13:10:00.399827Z,SentinelOne,Site company of Account SentinelOne,,,Admin,Site,company,company,mgmt,site,User1,,,,,1122350455273308323,,The management user User1 logged into the management console.,,1051878885014575334,company,,2021-03-29T13:10:00.396201Z,1118732499133907649,Activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949654416477127465,SentinelOne,27,,,,2021-03-29T13:20:00.398749Z,SentinelOne,Site company of Account SentinelOne,,,Admin,Site,company,company,mgmt,site,User1,,,,,1122355488429719731,,The management user User1 logged into the management console.,,1051878885014575334,company,,2021-03-29T13:20:00.394887Z,1118732499133907649,Activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949654416477127465,SentinelOne,27,,,,2021-03-29T15:10:00.439146Z,SentinelOne,Site company of Account SentinelOne,,,Admin,Site,company,company,mgmt,site,User1,,,,,1122410853578064651,,The management user User1 logged into the management console.,,1051878885014575334,company,,2021-03-29T15:10:00.435524Z,1118732499133907649,Activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949654416477127465,SentinelOne,27,,,,2021-03-29T15:20:00.408827Z,SentinelOne,Site company of Account SentinelOne,,,Admin,Site,company,company,mgmt,site,User1,,,,,1122415886491206427,,The management user User1 logged into the management console.,,1051878885014575334,company,,2021-03-29T15:20:00.404723Z,1118732499133907649,Activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949654416477127465,SentinelOne,27,,,,2021-03-29T17:10:00.459239Z,SentinelOne,Site company of Account SentinelOne,,,Admin,Site,company,company,mgmt,site,User1,,,,,1122471251723437316,,The management user User1 logged into the management console.,,1051878885014575334,company,,2021-03-29T17:10:00.455391Z,1118732499133907649,Activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949654416477127465,SentinelOne,27,,,,2021-03-29T17:20:00.437317Z,SentinelOne,Site company of Account SentinelOne,,,Admin,Site,company,company,mgmt,site,User1,,,,,1122476284703687956,,The management user User1 logged into the management console.,,1051878885014575334,company,,2021-03-29T17:20:00.433806Z,1118732499133907649,Activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
949654416477127465,SentinelOne,27,,,,2021-03-29T17:30:00.773944Z,SentinelOne,Site company of Account SentinelOne,,,Admin,Site,company,company,mgmt,site,User1,,,,,1122481320695448979,,The management user User1 logged into the management console.,,1051878885014575334,company,,2021-03-29T17:30:00.769875Z,1118732499133907649,Activities.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
