TimeGenerated [UTC],ip_s,country_codes_s,as_info_s,tags_s,event_count_d,summary_last_seen_s,summary_whois_net_name_s,summary_whois_org_name_s,summary_open_ports_s,summary_pdns_s,summary_top_peers_s,summary_comms_total_d,summary_service_counts_s,summary_fingerprints_s,summary_certs_s,query_s,start_date_s,end_date_s,tags_id_s,tags_name_s,summary_whois_asn_d,summary_whois_as_name_s,Type
"7/17/2024, 6:57:42 PM",1.1.1.1,"[""DK""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]},{""id"":176,""name"":""cdn"",""children"":null}]",2,2024-07-17,AMAZON-CF,"Amazon.com, Inc.","[{""ip"":""1.1.1.1"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":23},{""ip"":""1.1.1.1"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":6}]","[{""ip"":""1.1.1.1"",""domain"":""cncpt-central.com"",""event_count"":29},{""ip"":""1.1.1.1"",""domain"":""dataupdate7.synology.com"",""event_count"":28},{""ip"":""1.1.1.1"",""domain"":""zion-telemetry.api.cnn.io"",""event_count"":26},{""ip"":""1.1.1.1"",""domain"":""synchroscript.deliveryengine.adswizz.com"",""event_count"":26},{""ip"":""1.1.1.1"",""domain"":""upsx-cloudfront.aws.weather.com"",""event_count"":25}]","[{""ip"":""1.1.1.1"",""event_count"":1352},{""ip"":""1.1.1.1"",""event_count"":1208},{""ip"":""1.1.1.1"",""event_count"":628},{""ip"":""1.1.1.1"",""event_count"":384},{""ip"":""1.1.1.1"",""event_count"":334}]",11893,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":9405,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":1345,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":1112,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":2047,""event_count"":130,""service"":{""service_name"":""dls"",""port"":2047,""proto_number"":6,""description"":""dls""}},{""proto"":6,""proto_text"":"""",""port"":3928,""event_count"":39,""service"":{""service_name"":""netboot-pxe"",""port"":3928,""proto_number"":6,""description"":""PXE NetBoot Manager""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[82,181,361,383,176]","[""cloud"",""amazon"",""cloudfront"",""global"",""cdn""]",394303,BIGSCOOTS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",2.2.2.2,"[""AT""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]},{""id"":176,""name"":""cdn"",""children"":null}]",2,2024-07-17,AMAZO-CF,"Amazon.com, Inc.","[{""ip"":""2.2.2.2"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":72},{""ip"":""2.2.2.2"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":56}]","[{""ip"":""2.2.2.2"",""domain"":""static.zucks.net.zimg.jp"",""event_count"":100},{""ip"":""2.2.2.2"",""domain"":""zombie.duolingo.com"",""event_count"":85},{""ip"":""2.2.2.2"",""domain"":""dnpvpwj2qtzws.cloudfront.net"",""event_count"":71},{""ip"":""2.2.2.2"",""domain"":""d1di8ymkxmu5ny.cloudfront.net"",""event_count"":35},{""ip"":""2.2.2.2"",""domain"":""js.gumgum.com"",""event_count"":33}]","[{""ip"":""1.1.1.1"",""event_count"":20420},{""ip"":""1.1.1.1"",""event_count"":18303},{""ip"":""1.1.1.1"",""event_count"":16608},{""ip"":""1.1.1.1"",""event_count"":16116},{""ip"":""1.1.1.1"",""event_count"":15057}]",1925737,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":1874639,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":35285,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":11480,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":48048,""event_count"":423,""service"":{""service_name"":""juliar"",""port"":48048,""proto_number"":6,""description"":""Juliar Programming Language Protocol""}},{""proto"":6,""proto_text"":"""",""port"":38638,""event_count"":406,""service"":{""service_name"":"""",""port"":0,""proto_number"":0,""description"":""""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[82,181,361,383,176]","[""cloud"",""amazon"",""cloudfront"",""global"",""cdn""]",394303,BIGSCOOTS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",3.3.3.3,"[""SG""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":383,""name"":""global"",""children"":null},{""id"":361,""name"":""cloudfront"",""children"":null}]}]},{""id"":176,""name"":""cdn"",""children"":null}]",2,2024-07-17,AMAZO-ZL4,"Amazon.com, Inc.","[{""ip"":""3.3.3.3"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":114},{""ip"":""3.3.3.3"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":88}]","[{""ip"":""3.3.3.3"",""domain"":""ui.com"",""event_count"":21},{""ip"":""3.3.3.3"",""domain"":""dkbryz3qcq9bh.cloudfront.net."",""event_count"":14},{""ip"":""3.3.3.3"",""domain"":""resources.jetbrains.com"",""event_count"":12},{""ip"":""3.3.3.3"",""domain"":""todoist.com"",""event_count"":11},{""ip"":""3.3.3.3"",""domain"":""media.bidr.io"",""event_count"":11}]","[{""ip"":""1.1.1.1"",""event_count"":21069},{""ip"":""11.1.1.1"",""event_count"":13024},{""ip"":""1.1.1.1"",""event_count"":7892},{""ip"":""1.1.1.1"",""event_count"":6724},{""ip"":""1.1.1.1"",""event_count"":6589}]",420666,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":417784,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":2095,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":6,""proto_text"":"""",""port"":5718,""event_count"":1936,""service"":{""service_name"":""dpm"",""port"":5718,""proto_number"":6,""description"":""DPM Communication Server""}},{""proto"":6,""proto_text"":"""",""port"":1522,""event_count"":1523,""service"":{""service_name"":""ricardo-lm"",""port"":1522,""proto_number"":6,""description"":""Ricardo North America License Manager""}},{""proto"":6,""proto_text"":"""",""port"":45002,""event_count"":823,""service"":{""service_name"":""rs-status"",""port"":45002,""proto_number"":6,""description"":""Redspeed Status Monitor""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[82,181,383,361,176]","[""cloud"",""amazon"",""global"",""cloudfront"",""cdn""]",394303,BIGSCOOTS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",4.4.4.4,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":176,""name"":""cdn"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]}]",2,2024-07-17,AMAZON-CF,"Amazon.com, Inc.","[{""ip"":""4.4.4.4"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":18},{""ip"":""4.4.4.4"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":1}]","[{""ip"":""4.4.4.4"",""domain"":""t.svtrd.com"",""event_count"":16},{""ip"":""4.4.4.4"",""domain"":""video-api.wsj.com"",""event_count"":13},{""ip"":""4.4.4.4"",""domain"":""cdn-settings.appsflyersdk.com"",""event_count"":9},{""ip"":""4.4.4.4"",""domain"":""cfd-v4-service-channel-stitcher-use1-1.prd.pluto.tv"",""event_count"":9},{""ip"":""4.4.4.4"",""domain"":""recirculation.spot.im"",""event_count"":8}]","[{""ip"":""1.1.1.1"",""event_count"":3259},{""ip"":""1.1.1.1"",""event_count"":2163},{""ip"":""1.1.1.1"",""event_count"":1957},{""ip"":""1.1.1.1"",""event_count"":1872},{""ip"":""1.1.1.1"",""event_count"":1293}]",46841,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":45446,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":682,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":6,""proto_text"":"""",""port"":32772,""event_count"":118,""service"":{""service_name"":""filenet-pa"",""port"":32772,""proto_number"":6,""description"":""FileNET Process Analyzer""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":77,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":2687,""event_count"":31,""service"":{""service_name"":""pq-lic-mgmt"",""port"":2687,""proto_number"":6,""description"":""pq-lic-mgmt""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[176,82,181,361,383]","[""cdn"",""cloud"",""amazon"",""cloudfront"",""global""]",394303,BIGSCOOTS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",5.5.5.5,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]},{""id"":176,""name"":""cdn"",""children"":null}]",2,2024-07-17,AMAZON-CF,"Amazon.com, Inc.","[{""ip"":""5.5.5.5"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":16},{""ip"":""5.5.5.5"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":4}]","[{""ip"":""5.5.5.5"",""domain"":""adapi1.boomplaymusic.com"",""event_count"":24},{""ip"":""5.5.5.5"",""domain"":""prod-api.7oc.cl"",""event_count"":23},{""ip"":""5.5.5.5"",""domain"":""capture-pro.nimbusweb.me"",""event_count"":23},{""ip"":""5.5.5.5"",""domain"":""dynamic-config-api.appsflyer.com"",""event_count"":22},{""ip"":""5.5.5.5"",""domain"":""adapi.boomplaymusic.com"",""event_count"":22}]","[{""ip"":""1.1.1.1"",""event_count"":2093},{""ip"":""1.1.1.1"",""event_count"":2053},{""ip"":""1.1.1.1"",""event_count"":1868},{""ip"":""1.1.1.1"",""event_count"":1756},{""ip"":""1.1.1.1"",""event_count"":1116}]",110613,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":108262,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":435,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":138,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":6,""proto_text"":"""",""port"":2202,""event_count"":127,""service"":{""service_name"":""imtc-map"",""port"":2202,""proto_number"":6,""description"":""Int. Multimedia Teleconferencing Cosortium""}},{""proto"":6,""proto_text"":"""",""port"":40404,""event_count"":121,""service"":{""service_name"":""sptx"",""port"":40404,""proto_number"":6,""description"":""Simplify Printing TX""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[82,181,361,383,176]","[""cloud"",""amazon"",""cloudfront"",""global"",""cdn""]",394303,BIGSCOOTS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",6.6.6.6,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":176,""name"":""cdn"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]}]",2,2024-07-17,AMAZO-CF,"Amazon.com, Inc.","[{""ip"":""6.6.6.6"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":146},{""ip"":""6.6.6.6"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":119}]","[{""ip"":""6.6.6.6"",""domain"":""connectivity.amazonworkspaces.com"",""event_count"":62},{""ip"":""6.6.6.6"",""domain"":""devops.getwellnetwork.com"",""event_count"":30},{""ip"":""6.6.6.6"",""domain"":""static.botsrv2.com"",""event_count"":29},{""ip"":""6.6.6.6"",""domain"":""bo-prod-video.wbdnbo.net"",""event_count"":29},{""ip"":""6.6.6.6"",""domain"":""embed.spincar.com"",""event_count"":29}]","[{""ip"":""1.1.1.1"",""event_count"":35967},{""ip"":""1.1.1.1"",""event_count"":7282},{""ip"":""1.1.1.1"",""event_count"":6094},{""ip"":""1.1.1.1"",""event_count"":4657},{""ip"":""1.1.1.1"",""event_count"":3668}]",138124,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":137004,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":583,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":496,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":6,""proto_text"":"""",""port"":38462,""event_count"":284,""service"":{""service_name"":"""",""port"":0,""proto_number"":0,""description"":""""}},{""proto"":6,""proto_text"":"""",""port"":44321,""event_count"":134,""service"":{""service_name"":""pmcd"",""port"":44321,""proto_number"":6,""description"":""PCP server (pmcd)""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[176,82,181,361,383]","[""cdn"",""cloud"",""amazon"",""cloudfront"",""global""]",394303,BIGSCOOTS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",7.7.7.7,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":176,""name"":""cdn"",""children"":null},{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]}]",2,2024-07-17,AMAZON-CF,"Amazon.com, Inc.","[{""ip"":""7.7.7.7"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":25},{""ip"":""7.7.7.7"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":5}]","[{""ip"":""7.7.7.7"",""domain"":""t.contentsquare.net"",""event_count"":29},{""ip"":""7.7.7.7"",""domain"":""d1gizx1k90e9x7.cloudfront.net"",""event_count"":25},{""ip"":""7.7.7.7"",""domain"":""mercadopago.com.br"",""event_count"":22},{""ip"":""7.7.7.7"",""domain"":""policy.samsungcloud.com"",""event_count"":21},{""ip"":""7.7.7.7"",""domain"":""x.ss2.us"",""event_count"":20}]","[{""ip"":""1.1.1.1"",""event_count"":44405},{""ip"":""1.1.1.1"",""event_count"":12942},{""ip"":""1.1.1.1"",""event_count"":12923},{""ip"":""1.1.1.1"",""event_count"":12308},{""ip"":""1.1.1.1"",""event_count"":12038}]",472031,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":449252,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":13162,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":9196,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":6,""proto_text"":"""",""port"":3180,""event_count"":298,""service"":{""service_name"":""mc-brk-srv"",""port"":3180,""proto_number"":6,""description"":""Millicent Broker Server""}},{""proto"":6,""proto_text"":"""",""port"":1371,""event_count"":291,""service"":{""service_name"":""fc-cli"",""port"":1371,""proto_number"":6,""description"":""Fujitsu Config Protocol""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[176,82,181,361,383]","[""cdn"",""cloud"",""amazon"",""cloudfront"",""global""]",394303,BIGSCOOTS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",8.8.8.8,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]},{""id"":176,""name"":""cdn"",""children"":null}]",2,2024-07-17,AMAZO-CF,"Amazon.com, Inc.","[{""ip"":""8.8.8.8"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":17},{""ip"":""8.8.8.8"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":10}]","[{""ip"":""8.8.8.8"",""domain"":""connectivity.smartthings.com"",""event_count"":17},{""ip"":""8.8.8.8"",""domain"":""cdn1.espn.net"",""event_count"":14},{""ip"":""8.8.8.8"",""domain"":""sensors.nodeware.zone"",""event_count"":13},{""ip"":""8.8.8.8"",""domain"":""cloudfront.web.us-east-1.prod.diagnostic.networking.aws.dev"",""event_count"":13},{""ip"":""8.8.8.8"",""domain"":""slack-imgs.com"",""event_count"":11}]","[{""ip"":""1.1.1.1"",""event_count"":367},{""ip"":""1.1.1.1"",""event_count"":250},{""ip"":""1.1.1.1"",""event_count"":205},{""ip"":""1.1.1.1"",""event_count"":188},{""ip"":""1.1.1.1"",""event_count"":184}]",5879,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":5168,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":444,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":14,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":1459,""event_count"":5,""service"":{""service_name"":""proshare1"",""port"":1459,""proto_number"":6,""description"":""Proshare Notebook Application""}},{""proto"":6,""proto_text"":"""",""port"":6935,""event_count"":4,""service"":{""service_name"":""ethoscan"",""port"":6935,""proto_number"":6,""description"":""EthoScan Service""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[82,181,361,383,176]","[""cloud"",""amazon"",""cloudfront"",""global"",""cdn""]",394303,BIGSCOOTS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",9.9.9.9,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":361,""name"":""cloudfront"",""children"":null},{""id"":383,""name"":""global"",""children"":null}]}]},{""id"":176,""name"":""cdn"",""children"":null}]",2,2024-07-17,AMAZON-CF,"Amazon.com, Inc.","[{""ip"":""9.9.9.9"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":121},{""ip"":""9.9.9.9"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":101}]","[{""ip"":""9.9.9.9"",""domain"":""inapps.appsflyer.com"",""event_count"":36},{""ip"":""9.9.9.9"",""domain"":""cdn1.espn.net"",""event_count"":33},{""ip"":""9.9.9.9"",""domain"":""e75799d8293d.ap-southeast-1.sdk.awswaf.com"",""event_count"":30},{""ip"":""9.9.9.9"",""domain"":""static.tmz.com"",""event_count"":29},{""ip"":""9.9.9.9"",""domain"":""g.mojitok-api.com"",""event_count"":29}]","[{""ip"":""1.1.1.1"",""event_count"":257713},{""ip"":""1.1.1.1"",""event_count"":111387},{""ip"":""1.1.1.1"",""event_count"":48873},{""ip"":""1.1.1.1"",""event_count"":31178},{""ip"":""1.1.1.1"",""event_count"":30192}]",1049720,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":1047158,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":1202,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":940,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":2057,""event_count"":491,""service"":{""service_name"":""rich-cp"",""port"":2057,""proto_number"":6,""description"":""Rich Content Protocol""}},{""proto"":6,""proto_text"":"""",""port"":35006,""event_count"":222,""service"":{""service_name"":""rt-helper"",""port"":35006,""proto_number"":6,""description"":""ReadyTech Helper Service""}}]",,"[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[82,181,361,383,176]","[""cloud"",""amazon"",""cloudfront"",""global"",""cdn""]",394303,BIGSCOOTS,Cymru_Scout_Domain_Data_CL
"7/17/2024, 6:57:42 PM",10.10.10.10,"[""US""]","[{""asn"":16509,""as_name"":""AMAZON-02, US""}]","[{""id"":82,""name"":""cloud"",""children"":[{""id"":181,""name"":""amazon"",""children"":[{""id"":383,""name"":""global"",""children"":null},{""id"":361,""name"":""cloudfront"",""children"":null}]}]},{""id"":176,""name"":""cdn"",""children"":null}]",2,2024-07-17,AMAZO-4,"Amazon.com, Inc.","[{""ip"":""10.10.10.10"",""port"":80,""protocol"":6,""protocol_text"":""TCP"",""service"":""http"",""event_count"":109},{""ip"":""10.10.10.10"",""port"":443,""protocol"":6,""protocol_text"":""TCP"",""service"":""https"",""event_count"":101}]","[{""ip"":""10.10.10.10"",""domain"":""osb-apps-v2.samsungqbe.com"",""event_count"":1428},{""ip"":""10.10.10.10"",""domain"":""ae.iads.unity3d.com"",""event_count"":164},{""ip"":""10.10.10.10"",""domain"":""ad.as.amanad.adtdp.com"",""event_count"":109},{""ip"":""10.10.10.10"",""domain"":""de8123s74lxk4.cloudfront.net"",""event_count"":72},{""ip"":""10.10.10.10"",""domain"":""s.singleplatform.com"",""event_count"":38}]","[{""ip"":""1.1.1.1"",""event_count"":7038},{""ip"":""1.1.1.1"",""event_count"":3839},{""ip"":""1.1.1.1"",""event_count"":2837},{""ip"":""1.1.1.1"",""event_count"":2355},{""ip"":""1.1.1.1"",""event_count"":1870}]",103079,"[{""proto"":6,""proto_text"":"""",""port"":443,""event_count"":92356,""service"":{""service_name"":""https"",""port"":443,""proto_number"":6,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":80,""event_count"":10560,""service"":{""service_name"":""http"",""port"":80,""proto_number"":6,""description"":""World Wide Web HTTP""}},{""proto"":17,""proto_text"":"""",""port"":443,""event_count"":71,""service"":{""service_name"":""https"",""port"":443,""proto_number"":17,""description"":""http protocol over TLS/SSL""}},{""proto"":6,""proto_text"":"""",""port"":11161,""event_count"":20,""service"":{""service_name"":""suncacao-snmp"",""port"":11161,""proto_number"":6,""description"":""sun cacao snmp access point""}},{""proto"":6,""proto_text"":"""",""port"":5988,""event_count"":16,""service"":{""service_name"":""wbem-http"",""port"":5988,""proto_number"":6,""description"":""WBEM CIM-XML (HTTP)""}}]","[{""ip"":""1.1.1.1"",""type"":""ja3s"",""signature"":""f4febc55ea12b31ae17cfb7e614afda8"",""event_count"":6},{""ip"":""1.1.1.1"",""type"":""ja3"",""signature"":""e737cfc657f9ecdef4eb2e39ca839bea"",""event_count"":1},{""ip"":""1.1.1.1"",""type"":""ja3"",""signature"":""699408ee8e1339fab9ef6b838c586a21"",""event_count"":1},{""ip"":""1.1.1.1"",""type"":""ja3"",""signature"":""2a4e5c6c295ff8a02647a257f751f8e7"",""event_count"":1},{""ip"":""1.1.1.1"",""type"":""ja3"",""signature"":""4762e0de47c94cf723245ba21941b2ef"",""event_count"":1}]","[{""ip"":""1.1.1.1"",""issuer"":""CN=R11, O=Let's Encrypt, C=US"",""issuer_common_name"":""R11"",""common_name"":""server.mr2oc.co.uk"",""port"":465,""event_count"":4}]",abc.com,2024-06-17,2024-07-16,"[82,181,383,361,176]","[""cloud"",""amazon"",""global"",""cloudfront"",""cdn""]",394303,BIGSCOOTS,Cymru_Scout_Domain_Data_CL
