TenantId,SourceSystem,TimeGenerated,Computer,EventTime,Facility,HostName,SeverityLevel,SyslogMessage,ProcessID,HostIP,ProcessName,MG,Type,_ResourceId,MessageLength,TYPE,DbId,SessionId,CLIENTID,EntryId,STMTID,DstUserName,SrcUserName,ACTION,ReturnCode,SCHEMA,ObjName,ActionName,DbAction,EventVendor,EventProduct
8e43cbc5-2ec0-4768-89a6-6d8da5fbfa29,Linux,10/11/2022 6:53:26 PM,dba-ora1b,10/11/2022 6:53:26 PM,local1,dba-ora1b,info,"Oracle Unified Audit[1552100]: LENGTH: '172' TYPE:""4"" DBID:""3518970170"" SESID:""2866192520"" CLIENTID:"""" ENTRYID:""1417"" STMTID:""2832"" DBUSER:""SYS"" CURUSER:""SYS"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""X$KSUXSINST""",1552100,10.0.2.87,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,3518970170,2866192520,,1417,2832,SYS,SYS,3,0,SYS,X$KSUXSINST,SELECT,SELECT,Oracle,Oracle Audit
8e43cbc5-2ec0-4768-89a6-6d8da5fbfa29,Linux,10/11/2022 6:53:26 PM,dba-ora1b,10/11/2022 6:53:26 PM,local1,dba-ora1b,info,"Oracle Unified Audit[1552100]: LENGTH: '172' TYPE:""4"" DBID:""3518970170"" SESID:""2866192520"" CLIENTID:"""" ENTRYID:""1417"" STMTID:""2832"" DBUSER:""SYS"" CURUSER:""SYS"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""X$KSUXSINST""",1552100,10.0.2.87,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,3518970170,2866192520,,1417,2832,SYS,SYS,3,0,SYS,X$KSUXSINST,SELECT,SELECT,Oracle,Oracle Audit
8e43cbc5-2ec0-4768-89a6-6d8da5fbfa29,Linux,10/11/2022 6:53:41 PM,dba-ora1b,10/11/2022 6:53:41 PM,local1,dba-ora1b,info,"Oracle Unified Audit[1552100]: LENGTH: '172' TYPE:""4"" DBID:""3518970170"" SESID:""2866192520"" CLIENTID:"""" ENTRYID:""1418"" STMTID:""2834"" DBUSER:""SYS"" CURUSER:""SYS"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""X$KSUXSINST""",1552100,10.0.2.87,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,3518970170,2866192520,,1418,2834,SYS,SYS,3,0,SYS,X$KSUXSINST,SELECT,SELECT,Oracle,Oracle Audit
8e43cbc5-2ec0-4768-89a6-6d8da5fbfa29,Linux,10/11/2022 6:53:41 PM,dba-ora1b,10/11/2022 6:53:41 PM,local1,dba-ora1b,info,"Oracle Unified Audit[1552100]: LENGTH: '172' TYPE:""4"" DBID:""3518970170"" SESID:""2866192520"" CLIENTID:"""" ENTRYID:""1418"" STMTID:""2834"" DBUSER:""SYS"" CURUSER:""SYS"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""X$KSUXSINST""",1552100,10.0.2.87,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,3518970170,2866192520,,1418,2834,SYS,SYS,3,0,SYS,X$KSUXSINST,SELECT,SELECT,Oracle,Oracle Audit
8e43cbc5-2ec0-4768-89a6-6d8da5fbfa29,Linux,10/11/2022 6:53:56 PM,dba-ora1b,10/11/2022 6:53:56 PM,local1,dba-ora1b,info,"Oracle Unified Audit[1552100]: LENGTH: '172' TYPE:""4"" DBID:""3518970170"" SESID:""2866192520"" CLIENTID:"""" ENTRYID:""1419"" STMTID:""2836"" DBUSER:""SYS"" CURUSER:""SYS"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""X$KSUXSINST""",1552100,10.0.2.87,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,3518970170,2866192520,,1419,2836,SYS,SYS,3,0,SYS,X$KSUXSINST,SELECT,SELECT,Oracle,Oracle Audit
8e43cbc5-2ec0-4768-89a6-6d8da5fbfa29,Linux,10/11/2022 6:53:56 PM,dba-ora1b,10/11/2022 6:53:56 PM,local1,dba-ora1b,info,"Oracle Unified Audit[1552100]: LENGTH: '172' TYPE:""4"" DBID:""3518970170"" SESID:""2866192520"" CLIENTID:"""" ENTRYID:""1419"" STMTID:""2836"" DBUSER:""SYS"" CURUSER:""SYS"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""X$KSUXSINST""",1552100,10.0.2.87,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,3518970170,2866192520,,1419,2836,SYS,SYS,3,0,SYS,X$KSUXSINST,SELECT,SELECT,Oracle,Oracle Audit
8e43cbc5-2ec0-4768-89a6-6d8da5fbfa29,Linux,10/11/2022 6:54:26 PM,dba-ora1b,10/11/2022 6:54:26 PM,local1,dba-ora1b,info,"Oracle Unified Audit[1552100]: LENGTH: '172' TYPE:""4"" DBID:""3518970170"" SESID:""2866192520"" CLIENTID:"""" ENTRYID:""1421"" STMTID:""2840"" DBUSER:""SYS"" CURUSER:""SYS"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""X$KSUXSINST""",1552100,10.0.2.87,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,3518970170,2866192520,,1421,2840,SYS,SYS,3,0,SYS,X$KSUXSINST,SELECT,SELECT,Oracle,Oracle Audit
8e43cbc5-2ec0-4768-89a6-6d8da5fbfa29,Linux,10/11/2022 6:54:26 PM,dba-ora1b,10/11/2022 6:54:26 PM,local1,dba-ora1b,info,"Oracle Unified Audit[1552100]: LENGTH: '172' TYPE:""4"" DBID:""3518970170"" SESID:""2866192520"" CLIENTID:"""" ENTRYID:""1421"" STMTID:""2840"" DBUSER:""SYS"" CURUSER:""SYS"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""X$KSUXSINST""",1552100,10.0.2.87,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,3518970170,2866192520,,1421,2840,SYS,SYS,3,0,SYS,X$KSUXSINST,SELECT,SELECT,Oracle,Oracle Audit
8e43cbc5-2ec0-4768-89a6-6d8da5fbfa29,Linux,10/11/2022 6:54:41 PM,dba-ora1b,10/11/2022 6:54:41 PM,local1,dba-ora1b,info,"Oracle Unified Audit[1552100]: LENGTH: '172' TYPE:""4"" DBID:""3518970170"" SESID:""2866192520"" CLIENTID:"""" ENTRYID:""1422"" STMTID:""2842"" DBUSER:""SYS"" CURUSER:""SYS"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""X$KSUXSINST""",1552100,10.0.2.87,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,3518970170,2866192520,,1422,2842,SYS,SYS,3,0,SYS,X$KSUXSINST,SELECT,SELECT,Oracle,Oracle Audit
8e43cbc5-2ec0-4768-89a6-6d8da5fbfa29,Linux,10/11/2022 6:54:41 PM,dba-ora1b,10/11/2022 6:54:41 PM,local1,dba-ora1b,info,"Oracle Unified Audit[1552100]: LENGTH: '172' TYPE:""4"" DBID:""3518970170"" SESID:""2866192520"" CLIENTID:"""" ENTRYID:""1422"" STMTID:""2842"" DBUSER:""SYS"" CURUSER:""SYS"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""X$KSUXSINST""",1552100,10.0.2.87,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,3518970170,2866192520,,1422,2842,SYS,SYS,3,0,SYS,X$KSUXSINST,SELECT,SELECT,Oracle,Oracle Audit
8e43cbc5-2ec0-4768-89a6-6d8da5fbfa29,Linux,10/11/2022 6:54:56 PM,dba-ora1b,10/11/2022 6:54:56 PM,local1,dba-ora1b,info,"Oracle Unified Audit[1552100]: LENGTH: '172' TYPE:""4"" DBID:""3518970170"" SESID:""2866192520"" CLIENTID:"""" ENTRYID:""1423"" STMTID:""2844"" DBUSER:""SYS"" CURUSER:""SYS"" ACTION:""3"" RETCODE:""0"" SCHEMA:""SYS"" OBJNAME:""X$KSUXSINST""",1552100,10.0.2.87,journal,00000000-0000-0000-0000-000000000002,Syslog,,172,4,3518970170,2866192520,,1423,2844,SYS,SYS,3,0,SYS,X$KSUXSINST,SELECT,SELECT,Oracle,Oracle Audit
