TimeGenerated [UTC],attack_profile_s,host_type_s,ip_s,privilege_level_d,privilege_category_s,id_d,name_s,breadth_contrib_d,entity_importance_d,importance_d,entity_type_s,type_s,is_prioritized_b,severity_s,urgency_score_d,velocity_contrib_d,detection_set_s,last_modified_timestamp_t [UTC],notes_s,attack_rating_d,sensors_s,state_s,tags_s,url_s,account_type_s,last_detection_timestamp_t [UTC],assigned_to_username_s,Type
"7/22/2024, 6:49:03 AM",,,,,,434,AWS:884414556547/us-east-1/lambda:admin_function-claireloffler,0,1,1,account,account,FALSE,Low,0,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3371""]","7/22/2024, 6:23:07 AM",[],0,"[""z7hmcp0z""]",inactive,[],https://308714519558.cc1.portal.vectra.ai/accounts/434?pivot=Vectra-Sentinel-2.0.0,"[""aws""]","6/12/2024, 3:00:15 PM",,Entities_Data_CL
"7/22/2024, 6:49:03 AM",,,,,,409,AWS:884414556547/sean-ice0604,0,1,1,account,account,FALSE,Low,0,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3301"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3302"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3303"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3305""]","7/22/2024, 6:23:07 AM",[],0,"[""z7hmcp0z""]",inactive,[],https://308714519558.cc1.portal.vectra.ai/accounts/409?pivot=Vectra-Sentinel-2.0.0,"[""aws""]","6/4/2024, 3:36:15 PM",,Entities_Data_CL
"7/22/2024, 6:49:03 AM",,,,,,99,O365:serviceprincipal_ce85a8a9-a2bf-4d3e-a4fc-d218ddd55763,0,1,1,account,account,FALSE,Low,0,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3340"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3493""]","7/22/2024, 6:23:07 AM","[{""id"":1735,""date_created"":""2023-11-19T01:33:47Z"",""date_modified"":null,""created_by"":""api_client_84d2342c167b454bbe356f778bb3b494"",""modified_by"":null,""note"":""This entity has been process by ServiceNow SIR. The incident can be tracked in ServiceNow with this incident number: SIR0010558""}]",0,"[""s9s9c5cj""]",inactive,[],https://308714519558.cc1.portal.vectra.ai/accounts/99?pivot=Vectra-Sentinel-2.0.0,"[""o365""]","6/24/2024, 12:47:25 PM",,Entities_Data_CL
"7/22/2024, 6:49:03 AM",,,,,,45,SAML:agroyz@vectra.ai,0,1,1,account,account,FALSE,Low,0,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/1703"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/1775"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/1784"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/1796"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/1854"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/1890"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2029"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2247"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2326"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2327"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2365"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2598"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2599"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2612"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2805"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2806"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2832"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2833"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2834"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3104"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3312"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3379"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3497"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3498"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3499"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3500"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3510"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3511"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3512"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3513"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3531""]","7/22/2024, 6:23:07 AM","[{""id"":3403,""date_created"":""2024-04-04T05:32:33Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""2024-04-03 22:32:31 - vectra_user (Work notes)\nSuccessfully  added tag(s) to the Entity ID 45""},{""id"":3402,""date_created"":""2024-04-04T05:24:53Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""2024-04-03 22:24:53 - Nikunj Savaliya (Work notes)\nSuccessfully marked all Detections as fixed on the Vectra XDR platform.""},{""id"":3401,""date_created"":""2024-04-04T05:24:30Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":3400,""date_created"":""2024-04-04T05:24:29Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with this incident number: SIR0024811""},{""id"":3248,""date_created"":""2024-04-02T08:28:19Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with this incident number: SIR0010031""},{""id"":3246,""date_created"":""2024-04-02T08:28:18Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":3105,""date_created"":""2024-03-26T09:45:16Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":3103,""date_created"":""2024-03-26T09:45:14Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with this incident number: SIR0010023""},{""id"":2902,""date_created"":""2024-03-22T07:25:30Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":2585,""date_created"":""2024-01-03T07:42:30Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":2372,""date_created"":""2023-12-27T06:55:53Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":2353,""date_created"":""2023-12-27T06:27:52Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":2287,""date_created"":""2023-12-22T11:37:45Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":2144,""date_created"":""2023-12-21T09:25:38Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":2069,""date_created"":""2023-12-21T05:43:53Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":2020,""date_created"":""2023-12-19T07:47:38Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1959,""date_created"":""2023-12-19T05:56:55Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1904,""date_created"":""2023-12-15T10:55:55Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1862,""date_created"":""2023-12-15T07:07:21Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1827,""date_created"":""2023-12-14T11:09:21Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1800,""date_created"":""2023-12-14T06:59:22Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1785,""date_created"":""2023-12-13T16:21:50Z"",""date_modified"":null,""created_by"":""api_client_84d2342c167b454bbe356f778bb3b494"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1765,""date_created"":""2023-12-06T10:08:23Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1730,""date_created"":""2023-11-16T20:03:45Z"",""date_modified"":null,""created_by"":""api_client_84d2342c167b454bbe356f778bb3b494"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1729,""date_created"":""2023-11-16T20:03:44Z"",""date_modified"":null,""created_by"":""api_client_84d2342c167b454bbe356f778bb3b494"",""modified_by"":null,""note"":""This entity has been process by ServiceNow SIR. The incident can be tracked in ServiceNow with this incident number: SIR0010554""},{""id"":1527,""date_created"":""2023-11-07T13:20:48Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1451,""date_created"":""2023-11-07T10:44:02Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1311,""date_created"":""2023-10-31T10:48:55Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Mirrored From XSOAR] XSOAR Incident ID: 80396 \n\nNote: Note1 \n\nAdded By: admin""},{""id"":1310,""date_created"":""2023-10-31T10:41:58Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Mirrored From XSOAR] XSOAR Incident ID: 80396 \n\nNote: Add note soni \n\nAdded By: admin""},{""id"":1260,""date_created"":""2023-10-31T10:29:17Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":1154,""date_created"":""2023-10-30T13:50:29Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  SAML:agroyz@vectra.ai and the entity_id is  45. The entity_type is an account.""},{""id"":967,""date_created"":""2023-10-25T08:37:10Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Mirrored From XSOAR] XSOAR Incident ID: 323877\n\nClose Reason: Duplicate\n\nClosed By: admin\n\nClose Notes:""},{""id"":933,""date_created"":""2023-10-24T16:56:04Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR. The incident can be tracked in ServiceNow with this incident number: SIR0010431""},{""id"":930,""date_created"":""2023-10-24T16:56:03Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been assigned to System Administrator and the incident SIR0010431 is now in progress.""},{""id"":890,""date_created"":""2023-10-23T21:30:53Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR. The incident can be tracked in ServiceNow with this incident number: SIR0010418""}]",0,"[""z7hmcp0z""]",inactive,"[""vectra2"",""XSOAR-VECTRA-31-10-2023 12:00"",""vectra1"",""xsoar1"",""MDR - Customer Escalation""]",https://308714519558.cc1.portal.vectra.ai/accounts/45?pivot=Vectra-Sentinel-2.0.0,"[""aws""]","7/6/2024, 2:10:03 AM",,Entities_Data_CL
"7/22/2024, 6:49:03 AM",,,,,,411,O365:maad_monica_wolf@demolab.vectra.ai,0,1,1,account,account,FALSE,Low,0,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3313"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3314"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3315"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3316"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3317""]","7/22/2024, 6:23:07 AM",[],0,"[""s9s9c5cj""]",inactive,[],https://308714519558.cc1.portal.vectra.ai/accounts/411?pivot=Vectra-Sentinel-2.0.0,"[""o365""]","6/4/2024, 9:44:34 PM",,Entities_Data_CL
"7/22/2024, 6:49:03 AM",,,,,,454,AWS:884414556547/ransomware-s3@zti.com-attacklab0613,0,1,1,account,account,FALSE,Low,0,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3410"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3417""]","7/22/2024, 6:23:07 AM",[],0,"[""z7hmcp0z""]",inactive,"[""MDR - Customer Escalation""]",https://308714519558.cc1.portal.vectra.ai/accounts/454?pivot=Vectra-Sentinel-2.0.0,"[""aws""]","6/13/2024, 7:04:20 PM",,Entities_Data_CL
"7/22/2024, 6:49:03 AM",,,,,,451,AWS:884414556547/john@zti.com-jimjones0613,0,1,1,account,account,FALSE,Low,0,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3404"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3405"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3408""]","7/22/2024, 6:23:07 AM",[],0,"[""z7hmcp0z""]",inactive,[],https://308714519558.cc1.portal.vectra.ai/accounts/451?pivot=Vectra-Sentinel-2.0.0,"[""aws""]","6/13/2024, 3:27:23 PM",,Entities_Data_CL
"7/22/2024, 6:49:03 AM",,,,,,436,AWS:884414556547/john@zti.com-claireloffler,0,1,1,account,account,FALSE,Low,0,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3375"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3377"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3378""]","7/22/2024, 6:23:07 AM",[],0,"[""z7hmcp0z""]",inactive,[],https://308714519558.cc1.portal.vectra.ai/accounts/436?pivot=Vectra-Sentinel-2.0.0,"[""aws""]","6/12/2024, 4:36:55 PM",,Entities_Data_CL
"7/22/2024, 6:49:03 AM",,,,,,25,O365:certificate,0,1,1,account,account,FALSE,Low,0,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2180"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/2918"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3295"",""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3514""]","7/22/2024, 6:23:07 AM","[{""id"":977,""date_created"":""2023-10-25T09:59:04Z"",""date_modified"":null,""created_by"":""samir.hadfa@crestdatasys.com"",""modified_by"":""samir.hadfa@crestdatasys.com"",""note"":""vectra-note-1""},{""id"":966,""date_created"":""2023-10-25T08:37:08Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Mirrored From XSOAR] XSOAR Incident ID: 323876\n\nClose Reason: Duplicate\n\nClosed By: admin\n\nClose Notes:""},{""id"":922,""date_created"":""2023-10-24T16:55:59Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been assigned to System Administrator and the incident SIR0010427 is now in progress.""},{""id"":923,""date_created"":""2023-10-24T16:55:59Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR. The incident can be tracked in ServiceNow with this incident number: SIR0010427""}]",0,"[""s9s9c5cj"",""nmz7j2ai""]",inactive,"[""vectra1"",""vectra2"",""xsoar1"",""vectra3""]",https://308714519558.cc1.portal.vectra.ai/accounts/25?pivot=Vectra-Sentinel-2.0.0,"[""o365""]","7/7/2024, 1:52:36 PM",,Entities_Data_CL
"7/22/2024, 6:49:03 AM",,,,,,410,AWS:884414556547/us-east-1/lambda:admin_function-ice0604,0,1,1,account,account,FALSE,Low,0,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.3/detections/3306""]","7/22/2024, 6:23:07 AM",[],0,"[""z7hmcp0z""]",inactive,[],https://308714519558.cc1.portal.vectra.ai/accounts/410?pivot=Vectra-Sentinel-2.0.0,"[""aws""]","6/4/2024, 3:36:03 PM",,Entities_Data_CL
