"TimeGenerated [UTC]",id,name,"breadth_contrib",importance,"entity_type","is_prioritized",severity,"urgency_score","velocity_contrib","detection_set","last_detection_timestamp [UTC]","last_modified_timestamp [UTC]",notes,"attack_rating","privilege_level","privilege_category","attack_profile",sensors,state,tags,url,"host_type","account_type",ip,assignment,"assignment_id","assignment_assigned_by","assignment_assigned_by_id","assignment_assigned_by_username","assignment_date_assigned [UTC]","assignment_assigned_to","assignment_assigned_to_id","assignment_assigned_to_username",TenantId,Type,"_ResourceId"
"10/08/2026, 12:57:10.000",31,"AWS:621050298995",1,1,account,false,Medium,39,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/35435"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/35437"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/35869"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/35870"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36016"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36234"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36464"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36520"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36566"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36567"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36568"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36569"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36755"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36855"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36856"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36857"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36858"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36931"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36933"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/37033"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/37036"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/37047"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/38037"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39466"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39918"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39920"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39921"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39927"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39930"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39936"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39937"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39953"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39954"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39960"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39996"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40005"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40009"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40031"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40045"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40050"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40053"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40059"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40063"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40069"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40073"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40079"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40081"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40087"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40117"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40123""]","09/08/2026, 00:18:15.000","10/08/2026, 12:57:10.000","[{""id"":15690,""date_created"":""2026-08-06T08:48:11.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Explore Case](https://crestdatasys.backstory.chronicle.security/cases/307883)""},{""id"":15689,""date_created"":""2026-08-06T08:38:13.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Explore Case](https://crestdatasys.backstory.chronicle.security/cases/307883)""},{""id"":15688,""date_created"":""2026-08-06T08:37:31.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""Case has been closed for account 31""},{""id"":15686,""date_created"":""2026-07-31T13:41:52.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""Case has been closed for account 7361599""},{""id"":15677,""date_created"":""2026-07-30T08:20:54.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""Case has been closed for account 31""},{""id"":15676,""date_created"":""2026-07-28T09:09:55.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""Case has been closed for account 31""},{""id"":15675,""date_created"":""2026-07-27T08:47:27.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""Case has been closed for account 31""},{""id"":15674,""date_created"":""2026-07-26T03:55:18.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""Case has been closed for account 31""},{""id"":15672,""date_created"":""2026-07-23T08:01:07.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Explore Case](https://vctrr.backstory.chronicle.security/cases/283192)""},{""id"":15671,""date_created"":""2026-07-23T05:37:41.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""Case has been closed for account 31""}]",4,,,"AWS Threat Actor","[""z7hmcp0z""]",active,"[""new_teg_to_test_v3.5"",""Tag 0705 for testing"",""Tag1405"",""tag1505""]","https://308714519558.cc1.portal.vectra.ai/api/v3.4/accounts/31",,"[""aws""]",,,,,,,,,,,"8e3c9a6d-ed21-4cbb-91f1-f6e7137ac9a2","Entities_Data_CCF_CL",
"10/08/2026, 12:57:10.000",994,"O365:serviceprincipal_aaf5b194-1e4a-45cc-ab35-e7fecc82de0f",0,1,account,false,Medium,30,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36521"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/38051"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40108""]","05/08/2026, 17:07:05.000","10/08/2026, 12:57:10.000","[{""id"":13430,""date_created"":""2026-03-12T05:19:26.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  O365:serviceprincipal_aaf5b194-1e4a-45cc and the entity_id is  994. The entity_type is a(n) account.""},{""id"":13429,""date_created"":""2026-03-12T05:19:25.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""},{""id"":13338,""date_created"":""2026-02-10T04:55:48.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  O365:serviceprincipal_aaf5b194-1e4a-45cc and the entity_id is  994. The entity_""},{""id"":13336,""date_created"":""2026-02-10T04:55:46.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""},{""id"":13333,""date_created"":""2026-02-09T11:13:50.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  O365:serviceprincipal_aaf5b194-1e4a-45cc and the entity_id is  994. The entity_""},{""id"":13330,""date_created"":""2026-02-09T11:13:49.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""},{""id"":13312,""date_created"":""2026-02-09T10:36:50.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""},{""id"":13311,""date_created"":""2026-02-09T10:36:50.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  O365:serviceprincipal_aaf5b194-1e4a-45cc and the entity_id is  994. The entity_""},{""id"":13291,""date_created"":""2026-02-05T06:06:47.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  O365:serviceprincipal_aaf5b194-1e4a-45cc and the entity_id is  994. The entity_""},{""id"":13292,""date_created"":""2026-02-05T06:06:47.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""}]",1,,,"Service Management","[""s9s9c5cj""]",active,"[]","https://308714519558.cc1.portal.vectra.ai/api/v3.4/accounts/994",,"[""o365""]",,,,,,,,,,,"8e3c9a6d-ed21-4cbb-91f1-f6e7137ac9a2","Entities_Data_CCF_CL",
"10/08/2026, 12:57:10.000",1112,"O365:nt service\msexchangeadminapinetcore (microsoft.exchange.adminapi.netcore)",0,1,account,false,Low,29,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36467"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36468"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36538"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/37039"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40061"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40115""]","06/08/2026, 16:56:32.000","10/08/2026, 12:57:10.000","[{""id"":15685,""date_created"":""2026-07-30T12:32:59.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""Case has been closed for account 7362933""},{""id"":15683,""date_created"":""2026-07-30T11:44:00.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Explore Case](https://crestdatasys.backstory.chronicle.security/cases/313147)""},{""id"":15681,""date_created"":""2026-07-30T09:26:50.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""Case has been closed for account 7362734""},{""id"":15680,""date_created"":""2026-07-30T09:26:21.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Explore Case](https://crestdatasys.backstory.chronicle.security/cases/312941)""},{""id"":15181,""date_created"":""2026-06-08T12:47:57.0000000Z"",""date_modified"":null,""created_by"":""api_client_079be7ba5ed645f890e80c3d23584af3"",""modified_by"":null,""note"":""This entity_name is  O365:nt service\\msexchangeadminapinetcor and the entity_id is  1112. The entity""},{""id"":15179,""date_created"":""2026-06-08T12:47:56.0000000Z"",""date_modified"":null,""created_by"":""api_client_079be7ba5ed645f890e80c3d23584af3"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""},{""id"":14729,""date_created"":""2026-06-08T07:37:14.0000000Z"",""date_modified"":null,""created_by"":""api_client_079be7ba5ed645f890e80c3d23584af3"",""modified_by"":null,""note"":""This entity_name is  O365:nt service\\msexchangeadminapinetcor and the entity_id is  1112. The entity""},{""id"":13438,""date_created"":""2026-03-12T05:19:29.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  O365:nt service\\msexchangeadminapinetcor and the entity_id is  1112. The entity""},{""id"":13437,""date_created"":""2026-03-12T05:19:28.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""},{""id"":13406,""date_created"":""2026-03-03T10:33:23.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""}]",1,,,"Risky Services Utilization","[""nmz7j2ai"",""s9s9c5cj""]",active,"[]","https://308714519558.cc1.portal.vectra.ai/api/v3.4/accounts/1112",,"[""o365""]",,,,,,,,,,,"8e3c9a6d-ed21-4cbb-91f1-f6e7137ac9a2","Entities_Data_CCF_CL",
"11/08/2026, 08:01:43.000",82712,"IP-192.168.50.191",0,1,host,false,Low,29,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36894"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/37181"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/38841"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39240"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40089""]","11/08/2026, 07:57:44.000","11/08/2026, 08:01:43.000","[]",1,,,"Potentially Unwanted Program","[""None"",""w4ftj0a8""]",active,"[]","https://308714519558.cc1.portal.vectra.ai/api/v3.4/hosts/82712","[""generic""]",,"192.168.50.191",,,,,,,,,,"8e3c9a6d-ed21-4cbb-91f1-f6e7137ac9a2","Entities_Data_CCF_CL",
"10/08/2026, 18:42:08.000",87696,"IP-192.168.55.70",0,1,host,false,Medium,30,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39903""]","10/08/2026, 18:29:48.000","10/08/2026, 18:42:08.000","[]",1,,,"IT Services","[""w4ftj0a8""]",active,"[""mytag100""]","https://308714519558.cc1.portal.vectra.ai/api/v3.4/hosts/87696","[""generic""]",,"192.168.55.70",,,,,,,,,,"8e3c9a6d-ed21-4cbb-91f1-f6e7137ac9a2","Entities_Data_CCF_CL",
"10/08/2026, 13:13:55.000",82497,"WIN10-JUMP",0,1,host,false,Low,29,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36897"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/38672"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39163"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39902"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40043"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40060"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40062""]","10/08/2026, 13:04:34.000","10/08/2026, 13:13:55.000","[{""id"":15684,""date_created"":""2026-07-30T12:31:47.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""Case has been closed for host 7362932""},{""id"":15682,""date_created"":""2026-07-30T11:37:35.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Explore Case](https://crestdatasys.backstory.chronicle.security/cases/313146)""},{""id"":15679,""date_created"":""2026-07-30T08:47:15.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""Case has been closed for host 7361940""},{""id"":15678,""date_created"":""2026-07-30T08:39:10.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Explore Case](https://crestdatasys.backstory.chronicle.security/cases/312915)""},{""id"":15656,""date_created"":""2026-07-07T14:31:07.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""This is test note""},{""id"":15567,""date_created"":""2026-06-09T11:57:15.0000000Z"",""date_modified"":null,""created_by"":""api_client_079be7ba5ed645f890e80c3d23584af3"",""modified_by"":null,""note"":""This entity_name is WIN10-JUMP  and the entity_id is 82497. The entity_type is a(n) host.""},{""id"":15163,""date_created"":""2026-06-08T12:47:48.0000000Z"",""date_modified"":null,""created_by"":""api_client_079be7ba5ed645f890e80c3d23584af3"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""},{""id"":15164,""date_created"":""2026-06-08T12:47:48.0000000Z"",""date_modified"":null,""created_by"":""api_client_079be7ba5ed645f890e80c3d23584af3"",""modified_by"":null,""note"":""This entity_name is WIN10-JUMP  and the entity_id is 82497. The entity_type is a(n) host.""},{""id"":14735,""date_created"":""2026-06-08T07:37:16.0000000Z"",""date_modified"":null,""created_by"":""api_client_079be7ba5ed645f890e80c3d23584af3"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""}]",1,,,"Potentially Unwanted Program","[""None"",""w4ftj0a8""]",active,"[]","https://308714519558.cc1.portal.vectra.ai/api/v3.4/hosts/82497","[""normal""]",,"192.168.54.191",,,,,,,,,,"8e3c9a6d-ed21-4cbb-91f1-f6e7137ac9a2","Entities_Data_CCF_CL",
"10/08/2026, 12:57:10.000",1126,"O365:lkalt@vectra.ai",0,1,account,false,Medium,32,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36501"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/38651"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39962"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/36555""]","27/07/2026, 14:35:19.000","10/08/2026, 12:57:10.000","[{""id"":15663,""date_created"":""2026-07-14T04:26:04.0000000Z"",""date_modified"":null,""created_by"":""api_client_a7f5be37ee144f3495ec08c150146c7a"",""modified_by"":null,""note"":""[Explore Case](https://crestdatasys.backstory.chronicle.security/cases/283204)""},{""id"":15543,""date_created"":""2026-06-08T13:06:10.0000000Z"",""date_modified"":null,""created_by"":""api_client_079be7ba5ed645f890e80c3d23584af3"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""},{""id"":15544,""date_created"":""2026-06-08T13:06:10.0000000Z"",""date_modified"":null,""created_by"":""api_client_079be7ba5ed645f890e80c3d23584af3"",""modified_by"":null,""note"":""This entity_name is  O365:lkalt@vectra.ai and the entity_id is  1126. The entity_type is a(n) accoun""},{""id"":15159,""date_created"":""2026-06-08T12:47:47.0000000Z"",""date_modified"":null,""created_by"":""api_client_079be7ba5ed645f890e80c3d23584af3"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""},{""id"":15160,""date_created"":""2026-06-08T12:47:47.0000000Z"",""date_modified"":null,""created_by"":""api_client_079be7ba5ed645f890e80c3d23584af3"",""modified_by"":null,""note"":""This entity_name is  O365:lkalt@vectra.ai and the entity_id is  1126. The entity_type is a(n) accoun""},{""id"":13476,""date_created"":""2026-03-12T11:00:38.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity_name is  O365:lkalt@vectra.ai and the entity_id is  1126. The entity_type is a(n) accoun""},{""id"":13475,""date_created"":""2026-03-12T11:00:37.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""},{""id"":13419,""date_created"":""2026-03-12T05:19:21.0000000Z"",""date_modified"":null,""created_by"":""api_client_24f38d33d35947208f5d47aad8235cc2"",""modified_by"":null,""note"":""This entity has been processed by ServiceNow SIR.\nThe incident can be tracked in ServiceNow with thi""}]",1,,,"Insider Threat: Non-Privileged","[""z7hmcp0z"",""s9s9c5cj""]",active,"[]","https://308714519558.cc1.portal.vectra.ai/api/v3.4/accounts/1126",,"[""o365"",""aws""]",,,,,,,,,,,"8e3c9a6d-ed21-4cbb-91f1-f6e7137ac9a2","Entities_Data_CCF_CL",
"11/08/2026, 05:12:04.000",88888,"sgflutter-22",0,1,host,false,Medium,30,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39291"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39292"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39293"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39294"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39295"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39296"",""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/39297""]","12/07/2026, 05:37:36.000","11/08/2026, 05:12:04.000","[]",1,,,"IT Services","[""w4ftj0a8""]",active,"[]","https://308714519558.cc1.portal.vectra.ai/api/v3.4/hosts/88888","[""normal""]",,"172.16.92.22",,,,,,,,,,"8e3c9a6d-ed21-4cbb-91f1-f6e7137ac9a2","Entities_Data_CCF_CL",
"11/08/2026, 00:14:21.000",91542,"IP-192.168.30.189",0,2,host,true,High,52,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40143""]","11/08/2026, 00:11:31.000","11/08/2026, 00:14:21.000","[]",1,,,"Potentially Unwanted Program","[""pvs56url""]",active,"[]","https://308714519558.cc1.portal.vectra.ai/api/v3.4/hosts/91542","[""generic""]",,"192.168.30.189",,,,,,,,,,"8e3c9a6d-ed21-4cbb-91f1-f6e7137ac9a2","Entities_Data_CCF_CL",
"11/08/2026, 01:42:25.000",91551,"IP-192.168.40.32",0,1,host,false,Medium,30,0,"[""https://308714519558.cc1.portal.vectra.ai/api/v3.4/detections/40146""]","11/08/2026, 01:30:40.000","11/08/2026, 01:42:25.000","[]",1,,,"IT Services","[""pvs56url""]",active,"[]","https://308714519558.cc1.portal.vectra.ai/api/v3.4/hosts/91551","[""generic""]",,"192.168.40.32",,,,,,,,,,"8e3c9a6d-ed21-4cbb-91f1-f6e7137ac9a2","Entities_Data_CCF_CL",
