TenantId,SourceSystem,TimeGenerated,Computer,"CompanyId_d","DeviceUDID_g","Platform_s","AppName_s","BundleId_s","Version_s","DateAdded_t","AppStatus_s","IsMdm_d",Type
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-10-01T12:34:45.053Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Fly Delta","com.delta.mobile.android","5.4.1","2020-09-30T10:10:52.417Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-10-01T12:34:45.053Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,Web,"com.airwatch.browser","7.16.0.4","2020-09-30T10:10:52.477Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-10-01T12:34:45.053Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Samsung Members v1","com.samsung.oh","12.02.09.0","2020-09-30T10:10:52.51Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-10-01T12:34:45.053Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Google One","com.google.android.apps.subscriptions.red","1.76.331227418","2020-09-30T10:10:52.62Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-10-01T12:34:45.053Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,Skype,"com.skype.raider","8.61.0.96","2020-09-30T10:10:52.7Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-10-01T12:34:45.053Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,GetUpside,"com.upside.consumer.android","4.43","2020-09-30T10:10:52.783Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-10-01T12:34:45.053Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Amazon Photos","com.amazon.clouddrive.photos","1.39.0-72177611g","2020-09-30T10:10:52.863Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:18.183Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Fly Delta","com.delta.mobile.android","5.4.1","2020-09-30T10:10:52.417Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:18.183Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,Web,"com.airwatch.browser","7.16.0.4","2020-09-30T10:10:52.477Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:18.183Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Samsung Members v1","com.samsung.oh","12.02.09.0","2020-09-30T10:10:52.51Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:18.183Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Google One","com.google.android.apps.subscriptions.red","1.76.331227418","2020-09-30T10:10:52.62Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:18.183Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,Skype,"com.skype.raider","8.61.0.96","2020-09-30T10:10:52.7Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:18.183Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,GetUpside,"com.upside.consumer.android","4.43","2020-09-30T10:10:52.783Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:18.183Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Amazon Photos","com.amazon.clouddrive.photos","1.39.0-72177611g","2020-09-30T10:10:52.863Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:24.433Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Fly Delta","com.delta.mobile.android","5.4.1","2020-09-30T10:10:52.417Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:24.433Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,Web,"com.airwatch.browser","7.16.0.4","2020-09-30T10:10:52.477Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:24.433Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Samsung Members v1","com.samsung.oh","12.02.09.0","2020-09-30T10:10:52.51Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:24.433Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Google One","com.google.android.apps.subscriptions.red","1.76.331227418","2020-09-30T10:10:52.62Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:24.433Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,Skype,"com.skype.raider","8.61.0.96","2020-09-30T10:10:52.7Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:24.433Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,GetUpside,"com.upside.consumer.android","4.43","2020-09-30T10:10:52.783Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:46:24.433Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Amazon Photos","com.amazon.clouddrive.photos","1.39.0-72177611g","2020-09-30T10:10:52.863Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:49:58.614Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Fly Delta","com.delta.mobile.android","5.4.1","2020-09-30T10:10:52.417Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:49:58.614Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,Web,"com.airwatch.browser","7.16.0.4","2020-09-30T10:10:52.477Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:49:58.614Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Samsung Members v1","com.samsung.oh","12.02.09.0","2020-09-30T10:10:52.51Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:49:58.614Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Google One","com.google.android.apps.subscriptions.red","1.76.331227418","2020-09-30T10:10:52.62Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:49:58.614Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,Skype,"com.skype.raider","8.61.0.96","2020-09-30T10:10:52.7Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:49:58.614Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,GetUpside,"com.upside.consumer.android","4.43","2020-09-30T10:10:52.783Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:49:58.614Z",,73,"86cdc630-0622-474b-8597-dee25853dd91",Android,"Amazon Photos","com.amazon.clouddrive.photos","1.39.0-72177611g","2020-09-30T10:10:52.863Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Beaming Service","com.mobeam.barcodeService","2.0.3  ","2020-09-30T11:41:02.03Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Fly Delta","com.delta.mobile.android","5.4.1","2020-09-30T11:41:02.629Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Web,"com.airwatch.browser","7.16.0.4","2020-09-30T11:41:03.223Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Premier Parking","net.sharewire.premierparking","7.5.1","2020-09-30T11:41:03.879Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Nextdoor,"com.nextdoor","3.12.6","2020-09-30T11:41:04.447Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,Ticketmaster,"com.ticketmaster.mobile.android.na","218.0","2020-09-30T10:10:53.05Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Tadpoles Parent","com.tadpoles.parent","10.8.24","2020-09-30T11:41:06.548Z",installed,0,"BetterMTDAppLog_CL"
"84f2288e-c46b-4702-a877-3db4a87a3f19",RestAPI,"2020-09-30T12:32:17.633Z",,73,"bea07b3d-f7ff-416a-90e9-05ce3c8efb57",Android,"Xfinity My Account","com.comcast.cvs.android","1.54.0.20200723213717","2020-09-30T11:41:07.173Z",installed,0,"BetterMTDAppLog_CL"
