TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,"articleTitle_s","articleUrl_s","source_s","type_s","value_s",Type,"_ResourceId"
"b57302df-d56b-473c-855e-1195801da5e1",RestAPI,,,"8/1/2023, 4:55:01.140 PM",,,"Rewterz Threat Alert – Chaos Ransomware – Active IOCs","https://feedly.com/i/entry/Eq73qllkhl+GbP5/XkOCpcqIaMc35aCHXjaBMcE1uWg=_189b1813aad:134977b:64ea98f4",Rewterz,domain,"www[.]tobimar.ro","feedly_indicators_CL",
"b57302df-d56b-473c-855e-1195801da5e1",RestAPI,,,"8/1/2023, 4:55:01.140 PM",,,"Rewterz Threat Alert – Chaos Ransomware – Active IOCs","https://feedly.com/i/entry/Eq73qllkhl+GbP5/XkOCpcqIaMc35aCHXjaBMcE1uWg=_189b1813aad:134977b:64ea98f4",Rewterz,hash,1238ab3dd3ed620536969ee438e99a33a418ba20f5e691962ed07904e075b2a4,"feedly_indicators_CL",
"b57302df-d56b-473c-855e-1195801da5e1",RestAPI,,,"8/1/2023, 4:55:01.140 PM",,,"Rewterz Threat Alert – Chaos Ransomware – Active IOCs","https://feedly.com/i/entry/Eq73qllkhl+GbP5/XkOCpcqIaMc35aCHXjaBMcE1uWg=_189b1813aad:134977b:64ea98f4",Rewterz,hash,8727091cbb89e5e31eeb2503ffaa242601c8840eee0973fd62fedf1b4b58ab44,"feedly_indicators_CL",
"b57302df-d56b-473c-855e-1195801da5e1",RestAPI,,,"8/1/2023, 4:55:01.140 PM",,,"Rewterz Threat Alert – Chaos Ransomware – Active IOCs","https://feedly.com/i/entry/Eq73qllkhl+GbP5/XkOCpcqIaMc35aCHXjaBMcE1uWg=_189b1813aad:134977b:64ea98f4",Rewterz,hash,04b106b179c202c67361aa4debad5d82f79a1927ab0ab8abc2ef350d18894b08,"feedly_indicators_CL",
"b57302df-d56b-473c-855e-1195801da5e1",RestAPI,,,"8/1/2023, 4:55:01.140 PM",,,"Rewterz Threat Alert – Chaos Ransomware – Active IOCs","https://feedly.com/i/entry/Eq73qllkhl+GbP5/XkOCpcqIaMc35aCHXjaBMcE1uWg=_189b1813aad:134977b:64ea98f4",Rewterz,hash,8ee7fc0171b980aa93b687e334d1e29a8d634085,"feedly_indicators_CL",
"b57302df-d56b-473c-855e-1195801da5e1",RestAPI,,,"8/1/2023, 4:55:01.140 PM",,,"Rewterz Threat Alert – Chaos Ransomware – Active IOCs","https://feedly.com/i/entry/Eq73qllkhl+GbP5/XkOCpcqIaMc35aCHXjaBMcE1uWg=_189b1813aad:134977b:64ea98f4",Rewterz,hash,1895758de51ccfefa40239aa11055540c8c5deb7,"feedly_indicators_CL",
"b57302df-d56b-473c-855e-1195801da5e1",RestAPI,,,"8/1/2023, 4:55:01.140 PM",,,"Rewterz Threat Alert – Chaos Ransomware – Active IOCs","https://feedly.com/i/entry/Eq73qllkhl+GbP5/XkOCpcqIaMc35aCHXjaBMcE1uWg=_189b1813aad:134977b:64ea98f4",Rewterz,hash,7934e6bc9489933c0af8dfe7bdff482fc6759bdc,"feedly_indicators_CL",
"b57302df-d56b-473c-855e-1195801da5e1",RestAPI,,,"8/2/2023, 9:13:50.964 AM",,,"Rewterz Threat Alert – An Emerging Ducktail Infostealer – Active IOCs","https://feedly.com/i/entry/Eq73qllkhl+GbP5/XkOCpcqIaMc35aCHXjaBMcE1uWg=_189b16d9352:132beb7:64ea98f4",Rewterz,hash,5fe9ecd22d940ca06fdde669dcbc50a12d10e074,"feedly_indicators_CL",
"b57302df-d56b-473c-855e-1195801da5e1",RestAPI,,,"8/2/2023, 9:13:50.964 AM",,,"Rewterz Threat Alert – An Emerging Ducktail Infostealer – Active IOCs","https://feedly.com/i/entry/Eq73qllkhl+GbP5/XkOCpcqIaMc35aCHXjaBMcE1uWg=_189b16d9352:132beb7:64ea98f4",Rewterz,hash,4281e41216ed66900accbaa1431b38d48eeba3070eef6dacfad80fb3baa0cfe7,"feedly_indicators_CL",
"b57302df-d56b-473c-855e-1195801da5e1",RestAPI,,,"8/2/2023, 9:13:50.964 AM",,,"Rewterz Threat Alert – An Emerging Ducktail Infostealer – Active IOCs","https://feedly.com/i/entry/Eq73qllkhl+GbP5/XkOCpcqIaMc35aCHXjaBMcE1uWg=_189b16d9352:132beb7:64ea98f4",Rewterz,hash,34ca8fc723e6b20a1d20a0b70ee2eca42ca9554b96b5629d37156de795ea5d6c,"feedly_indicators_CL",
