TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,Type,"_ResourceId"
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 10:23:08.000 AM","srv-sentinel-000","2022-05-15 00:00:00.197 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598000/usage.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 10:23:08.000 AM","srv-sentinel-000","2022-05-15 00:00:00.200 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598000/features.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 10:23:08.000 AM","srv-sentinel-000","2022-05-15 00:00:01.227 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652594460/databases-hour.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 10:23:08.000 AM","srv-sentinel-000","2022-05-15 00:00:01.239 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598001/databases-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 10:23:08.000 AM","srv-sentinel-000","2022-05-15 00:00:01.249 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652594460/forest-hour.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 10:23:08.000 AM","srv-sentinel-000","2022-05-15 21:22:00.084 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652674920/host-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 10:23:08.000 AM","srv-sentinel-000","2022-05-15 21:23:00.072 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652674980/forest-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 10:23:08.000 AM","srv-sentinel-000","2022-05-15 21:23:00.092 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652674980/host-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 10:23:08.000 AM","srv-sentinel-000","2022-05-15 21:23:00.095 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652674980/databases-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 10:23:08.000 AM","srv-sentinel-000","2022-05-15 21:23:00.113 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652674980/server-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 10:23:08.000 AM","srv-sentinel-000","2022-05-15 21:24:00.073 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652673660/server-hour.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:24:00.079 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/host-day.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:24:00.082 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652675040/server-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:24:00.086 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/databases-day.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:24:00.101 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652675040/databases-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:24:00.116 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/forest-day.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:24:00.132 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652673660/forest-hour.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:24:00.146 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652598060/server-day.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:24:00.150 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652673660/host-hour.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:24:00.153 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652675040/host-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:24:00.155 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652673660/databases-hour.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:24:00.170 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652675040/forest-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:25:00.178 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652675100/host-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:25:00.183 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652675100/server-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:25:00.186 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652675100/forest-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/18/2022, 11:04:07.000 AM","srv-sentinel-000","2022-05-15 21:25:00.201 event=document-insert; type=insert; uri=/11722862357710891600/10299693159587595206/1652675100/databases-raw.xml; database=Meters; success=true;
","MarkLogic_CL",
