TenantId,SourceSystem,MG,ManagementGroupName,TimeGenerated,Computer,RawData,Type,_ResourceId
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,3/2/2023 7:35:49 AM,cchatproxyp01,"02/Mar/2023:07:33:42 +0000   1828 146.105.105.3 TCP_TUNNEL/200 4384 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,3/2/2023 7:35:49 AM,cchatproxyp01,"02/Mar/2023:07:33:42 +0000  60905 146.105.105.3 TCP_TUNNEL/200 12558 CONNECT login.microsoftonline.com:443 - HIER_DIRECT/login.microsoftonline.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,3/2/2023 7:35:49 AM,cchatproxyp01,"02/Mar/2023:07:33:42 +0000 186510 146.105.105.3 TCP_TUNNEL/200 7226 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.ods.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,3/2/2023 7:35:49 AM,cchatproxyp01,"02/Mar/2023:07:33:42 +0000  85396 146.105.105.3 TCP_TUNNEL/200 6697 CONNECT 1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com:443 - HIER_DIRECT/1d35a6af-8f3b-4e84-93af-17ee5d332f87.oms.opinsights.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,3/2/2023 7:35:49 AM,cchatproxyp01,"02/Mar/2023:07:33:42 +0000 154459 146.105.105.3 TCP_TUNNEL/200 14885 CONNECT europe.cp.wd.microsoft.com:443 - HIER_DIRECT/europe.cp.wd.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,3/2/2023 7:35:49 AM,cchatproxyp01,"02/Mar/2023:07:33:42 +0000  60182 146.105.105.3 TCP_TUNNEL/200 7237 CONNECT global.handler.control.monitor.azure.com:443 - HIER_DIRECT/global.handler.control.monitor.azure.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,3/2/2023 7:35:49 AM,cchatproxyp01,"02/Mar/2023:07:33:42 +0000    100 146.105.105.3 TCP_TUNNEL/200 4966 CONNECT winatp-gw-neu.microsoft.com:443 - HIER_DIRECT/winatp-gw-neu.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,3/2/2023 7:35:49 AM,cchatproxyp01,"02/Mar/2023:07:33:42 +0000    848 146.105.105.3 TCP_TUNNEL_ABORTED/200 4911 CONNECT winatp-gw-neu.microsoft.com:443 - HIER_DIRECT/winatp-gw-neu.microsoft.com -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,3/2/2023 7:35:49 AM,cchatproxyp01,"02/Mar/2023:07:33:42 +0000      0 10.239.3.132 NONE/000 0 NONE error:transaction-end-before-headers - HIER_NONE/- -
",SquidProxy_CL,-
1d35a6af-8f3b-4e84-93af-17ee5d332f87,OpsManager,00000000-0000-0000-0000-000000000002,cchatproxyp01,3/2/2023 7:35:49 AM,cchatproxyp01,"02/Mar/2023:07:33:42 +0000    216 146.105.105.3 TCP_TUNNEL/200 24488 CONNECT germanywestcentral-gas.guestconfiguration.azure.com:443 - HIER_DIRECT/germanywestcentral-gas.guestconfiguration.azure.com -
",SquidProxy_CL,-
