TenantId,SourceSystem,MG,ManagementGroupName,"TimeGenerated [UTC]",Computer,RawData,Type,"_ResourceId"
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/9/2022, 12:59:24.000 PM","srv-sentinel-000","{ ""atype"" : ""authCheck"", ""ts"" : { ""$date"" : ""2020-02-16T03:21:58.185-0500"" }, ""local"" : { ""ip"" : ""127.0.30.1"", ""port"" : 0 }, ""remote"" : { ""ip"" : ""127.0.20.1"", ""port"" : 0 }, ""users"" : [], ""roles"" : [], ""param"" : { ""command"" : ""find"", ""ns"" : ""config.transactions"", ""args"" : { ""find"" : ""transactions"", ""filter"" : { ""lastWriteDate"" : { ""$lt"" : { ""$date"" : ""2020-02-16T02:51:58.185-0500"" } } }, ""projection"" : { ""_id"" : 1 }, ""sort"" : { ""_id"" : 1 }, ""$db"" : ""config"" } }, ""result"" : 0 }","MongoDBAudit_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/9/2022, 12:59:24.000 PM","srv-sentinel-000","{""atype"":""authCheck"",""ts"":{""$date"":""2017-02-14T14:15:49.161+0100""},""uuid"":{""$binary"":""88a062fc-8eca-41b5-94a0-4cab3444191f"",""$type"":""04""},""local"":{""ip"":""127.0.1.1"",""port"":27017},""remote"":{""ip"":""127.0.0.1"",""port"":42636},""users"":[{""user"":""antun"",""db"":""admin""}],""roles"":[{""role"":""read"",""db"":""admin""}],""param"":{""command"":""insert"",""ns"":""test.orders"",""args"":{""insert"":""orders"",""documents"":[{""_id"":{""$oid"":""58a3030507bd5e3486b1220d""},""id"":1,""item"":""paper clips""}],""ordered"":true}},""result"":13}","MongoDBAudit_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/9/2022, 12:59:24.000 PM","srv-sentinel-000","{""atype"":""authenticate"",""ts"":{""$date"":""2017-02-14T14:11:29.975+0100""},""uuid"":{""$binary"":""74b258fb-aa16-47cf-a2e5-6e2a847a4813"",""$type"":""04""},""local"":{""ip"":""127.0.1.1"",""port"":27017},""remote"":{""ip"":""127.0.0.1"",""port"":42634},""users"":[{""user"":""antun"",""db"":""admin""}],""roles"":[{""role"":""read"",""db"":""admin""}],""param"":{""user"":""root"",""db"":""admin"",""mechanism"":""SCRAM-SHA-1""},""result"":18}","MongoDBAudit_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/9/2022, 12:59:24.000 PM","srv-sentinel-000","{""atype"":""createDatabase"",""ts"":{""$date"":""2017-02-17T12:13:48.142+0100""},""uuid"":{""$binary"":""b6cc5e4f-33a8-41f0-8659-bc21e3e630a8"",""$type"":""04""},""local"":{""ip"":""127.0.1.1"",""port"":27017},""remote"":{""ip"":""127.0.0.1"",""port"":47896},""users"":[{""user"":""prod_app"",""db"":""admin""}],""roles"":[{""role"":""root"",""db"":""admin""}],""param"":{""ns"":""prod""},""result"":0}","MongoDBAudit_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/9/2022, 12:59:24.000 PM","srv-sentinel-000","{""atype"":""clientMetadata"",""ts"":{""$date"":""2022-02-08T08:18:31.142+0100""},""uuid"":{""$binary"":""a24a8bb8-4505-44f4-b498-9ef0b0680cc6"",""$type"":""04""},""local"":{""ip"":""127.0.1.1"",""port"":27017},""remote"":{""ip"":""127.0.0.1"",""port"":47896},""users"":[{""user"":""prod_app"",""db"":""admin""}],""roles"":[{""role"":""root"",""db"":""admin""}],""param"":{""localEndpoint"":{""ip"":""127.0.1.1"",""port"":27017},""clientMetadata"":{""driver"":{""name"":""mongo-go-driver"",""version"":""v1.3.4""},""os"":{""type"":""linux"",""name"":""linux"",""architecture"":""amd64"",""version"":""v1.2.3""},""platform"":""go1.14.7"",""application"":{""name"":""MongoDB Automation Agent v10.23.3.6702 (git: xxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxxx)""}}},""result"":0}","MongoDBAudit_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/9/2022, 12:59:24.000 PM","srv-sentinel-000","{""atype"":""createCollection"",""ts"":{""$date"":""2022-05-08T20:31:17.142+0100""},""uuid"":{""$binary"":""8287d81c-b99f-4589-a4de-a48ba379c99f"",""$type"":""04""},""local"":{""ip"":""127.0.1.1"",""port"":27017},""remote"":{""ip"":""127.0.0.1"",""port"":47896},""users"":[{""user"":""prod_app"",""db"":""admin""}],""roles"":[{""role"":""root"",""db"":""admin""}],""param"":{""ns"":""viewName"",""viewOn"":""collName"",""pipeline"":[{""_id"":0,""name"":""Pepperoni"",""size"":""small"",""price"":19,""quantity"":10,""date"":""2021-03-13T08:14:30Z""},{""_id"":1,""name"":""Pepperoni"",""size"":""medium"",""price"":20,""quantity"":20,""date"":""2021-03-13T09:13:24Z""}]},""result"":0}","MongoDBAudit_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/9/2022, 12:59:24.000 PM","srv-sentinel-000","{""atype"":""createIndex"",""ts"":{""$date"":""2022-05-08T17:55:16.161+0100""},""uuid"":{""$binary"":""43c246fa-f9c9-4824-8e72-d1770056c000"",""$type"":""04""},""local"":{""ip"":""127.0.1.1"",""port"":27017},""remote"":{""ip"":""127.0.0.1"",""port"":42636},""users"":[{""user"":""antun"",""db"":""admin""}],""roles"":[{""role"":""read"",""db"":""admin""}],""param"":{""ns"":""testDatabase.testCollection"",""indexName"":""indexName"",""indexSpec"":""547e184b94219d5"",""indexBuildState"":""IndexBuildSucceeded""},""result"":0}","MongoDBAudit_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/9/2022, 12:59:24.000 PM","srv-sentinel-000","{""atype"":""directAuthMutation"",""ts"":{""$date"":""2022-05-08T17:55:16.161+0100""},""uuid"":{""$binary"":""43c246fa-f9c9-4824-8e72-d1770056c000"",""$type"":""04""},""local"":{""ip"":""127.0.1.1"",""port"":27017},""remote"":{""ip"":""127.0.0.1"",""port"":42636},""users"":[{""user"":""antun"",""db"":""admin""}],""roles"":[{""role"":""read"",""db"":""admin""}],""param"":{""document"":{""_id"":1,""category"":""caf\u00e9"",""status"":""A""},""ns"":""test.create"",""operation"":""insert""},""result"":0}","MongoDBAudit_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/9/2022, 12:59:24.000 PM","srv-sentinel-000","{""atype"":""renameCollection"",""ts"":{""$date"":""2022-05-08T17:55:16.161+0100""},""uuid"":{""$binary"":""43c246fa-f9c9-4824-8e72-d1770056c000"",""$type"":""04""},""local"":{""ip"":""127.0.1.1"",""port"":27017},""remote"":{""ip"":""127.0.0.1"",""port"":42636},""users"":[{""user"":""antun"",""db"":""admin""}],""roles"":[{""role"":""read"",""db"":""admin""}],""param"":{""old"":""testDatabase.testCollection"",""new"":""Database.Collection""},""result"":0}","MongoDBAudit_CL",
"9143fd29-fe92-43be-93e9-3f0a4bcaeef4",OpsManager,"00000000-0000-0000-0000-000000000002","srv-sentinel-000","5/9/2022, 12:59:24.000 PM","srv-sentinel-000","{""atype"":""dropCollection"",""ts"":{""$date"":""2022-05-08T17:55:16.161+0100""},""uuid"":{""$binary"":""43c246fa-f9c9-4824-8e72-d1770056c000"",""$type"":""04""},""local"":{""ip"":""127.0.1.1"",""port"":27017},""remote"":{""ip"":""127.0.0.1"",""port"":42636},""users"":[{""user"":""antun"",""db"":""admin""}],""roles"":[{""role"":""read"",""db"":""admin""}],""param"":{""ns"":""viewName"",""viewOn"":""collName"",""pipeline"":[{""_id"":0,""name"":""Pepperoni"",""size"":""small"",""price"":19,""quantity"":10,""date"":""2021-03-13T08:14:30Z""},{""_id"":1,""name"":""Pepperoni"",""size"":""medium"",""price"":20,""quantity"":20,""date"":""2021-03-13T09:13:24Z""}]},""result"":0}","MongoDBAudit_CL",
