ColumnName,ColumnOrdinal,DataType,ColumnType
TimeGenerated,0,"System.DateTime",datetime
notificationType,1,"System.String",string
source,2,"System.String",string
summary,3,"System.String",string
content,4,"System.String",string
severity,5,"System.Int32",int
id,6,"System.Int32",int
createdAt,7,"System.DateTime",datetime
reviewed,8,"System.SByte",bool
retained,9,"System.SByte",bool
state,10,"System.String",string
detectorId,11,"System.String",string
occurredAt,12,"System.DateTime",datetime
firstSeenAt,13,"System.DateTime",datetime
lastSeenAt,14,"System.DateTime",datetime
collectors,15,"System.Object",dynamic
analyticEventId,16,"System.String",string
analyticEventIndex,17,"System.String",string
sourceIndex,18,"System.String",string
sourceIdField,19,"System.String",string
sourceIds,20,"System.Object",dynamic
threatInfo,21,"System.Object",dynamic
assets,22,"System.Object",dynamic
count,23,"System.Int32",int
matchedRuleIds,24,"System.Object",dynamic
detectionQuads,25,"System.Object",dynamic
TenantId,26,"System.String",string
Type,27,"System.String",string
"_ResourceId",28,"System.String",string
