TenantId,SourceSystem,TimeGenerated,ReceiptTime,DeviceVendor,DeviceProduct,DeviceEventClassID,LogSeverity,OriginalLogSeverity,DeviceAction,SimplifiedDeviceAction,Computer,CommunicationDirection,DeviceFacility,DestinationPort,DestinationIP,DeviceAddress,DeviceName,Message,Protocol,SourcePort,SourceIP,RemoteIP,RemotePort,MaliciousIP,ThreatSeverity,IndicatorThreatType,ThreatDescription,ThreatConfidence,ReportReferenceLink,MaliciousIPLongitude,MaliciousIPLatitude,MaliciousIPCountry,DeviceVersion,Activity,ApplicationProtocol,EventCount,DestinationDnsDomain,DestinationServiceName,DestinationTranslatedAddress,DestinationTranslatedPort,DeviceDnsDomain,DeviceExternalID,DeviceInboundInterface,DeviceNtDomain,DeviceOutboundInterface,DevicePayloadId,ProcessName,DeviceTranslatedAddress,DestinationHostName,DestinationMACAddress,DestinationNTDomain,DestinationProcessId,DestinationUserPrivileges,DestinationProcessName,DeviceTimeZone,DestinationUserID,DestinationUserName,DeviceMacAddress,ProcessID,ExternalID,FileCreateTime,FileHash,FileID,FileModificationTime,FilePath,FilePermission,FileType,FileName,FileSize,ReceivedBytes,OldFileCreateTime,OldFileHash,OldFileID,OldFileModificationTime,OldFileName,OldFilePath,OldFilePermission,OldFileSize,OldFileType,SentBytes,RequestURL,RequestClientApplication,RequestContext,RequestCookies,RequestMethod,SourceHostName,SourceMACAddress,SourceNTDomain,SourceDnsDomain,SourceServiceName,SourceTranslatedAddress,SourceTranslatedPort,SourceProcessId,SourceUserPrivileges,SourceProcessName,SourceUserID,SourceUserName,EventType,DeviceCustomIPv6Address1,DeviceCustomIPv6Address1Label,DeviceCustomIPv6Address2,DeviceCustomIPv6Address2Label,DeviceCustomIPv6Address3,DeviceCustomIPv6Address3Label,DeviceCustomIPv6Address4,DeviceCustomIPv6Address4Label,DeviceCustomFloatingPoint1,DeviceCustomFloatingPoint1Label,DeviceCustomFloatingPoint2,DeviceCustomFloatingPoint2Label,DeviceCustomFloatingPoint3,DeviceCustomFloatingPoint3Label,DeviceCustomFloatingPoint4,DeviceCustomFloatingPoint4Label,DeviceCustomNumber1,DeviceCustomNumber1Label,DeviceCustomNumber2,DeviceCustomNumber2Label,DeviceCustomNumber3,DeviceCustomNumber3Label,DeviceCustomString1,DeviceCustomString1Label,DeviceCustomString2,DeviceCustomString2Label,DeviceCustomString3,DeviceCustomString3Label,DeviceCustomString4,DeviceCustomString4Label,DeviceCustomString5,DeviceCustomString5Label,DeviceCustomString6,DeviceCustomString6Label,DeviceCustomDate1,DeviceCustomDate1Label,DeviceCustomDate2,DeviceCustomDate2Label,FlexDate1,FlexDate1Label,FlexNumber1,FlexNumber1Label,FlexNumber2,FlexNumber2Label,FlexString1,FlexString1Label,FlexString2,FlexString2Label,AdditionalExtensions,StartTime,EndTime,Type,"_ResourceId"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.406Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,52205,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"62.0.54.103",null,,,,,,,,,,,"clients.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-305458437;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=clients2.google.com;ansrecordtype=A (Host address) ;ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.406Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,53486,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"194.90.196.121",null,,,,,,,,,,,"clients.l.goo",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-288305564;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=clients5.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.406Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,59885,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"194.90.196.37",null,,,,,,,,,,,"plus.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-303460068;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=apis.google.com;ansrecordtype=A (Host address) (1) ansrecordclass;ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.406Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,60908,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"194.90.196.102",null,,,,,,,,,,,"clients.l.goog",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-319947294;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=clients2.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.405Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,59787,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,1,null,,,,,,,,,,,"safebrowsing.cache.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1947600319;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=safebrowsing-cache.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.405Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,53893,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,1,null,,,,,,,,,,,"live-emeacenter.office365.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-2049818828;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=outlook.live.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.405Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,59784,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"194.90.196.185",null,,,,,,,,,,,client,null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-1997953035;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=clients1.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.405Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,63218,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,21,null,,,,,,,,,,,"safebrowsing.cache.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-218717257;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=safebrowsing-cache.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.405Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,49394,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"212.143.195.49",null,,,,,,,,,,,"talkgadget.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-222252689;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=talkgadget.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN destinationTran",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.405Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,63877,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,1,null,,,,,,,,,,,"safebrowsing.cache.l.google.com",null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-2047220199;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=safebrowsing-cache.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
"34d37b5a-57cc-4ffe-9e74-fbb94ea2a995",OpsManager,"2020-07-22T23:17:03.405Z",,WireX,NFP,172984,1,,,,,,,53,"192.168.102.100",,,,6,62080,"192.168.102.35",,,,null,,,,,null,null,,"5.3.13.122",DNSDR,DNS,null,,,"194.90.196.181",null,,,,,,,,,,,client,null,,,,,,,null,null,,,,,,,,,null,null,,,,,,,,null,,null,,,,,,,"0000:001e:004f:00bd:0077:00c1",,,,,null,null,,,,,null,,,,,,,,,null,,null,,null,,null,,null,,null,,null,,,,,,,,,,,,,,,,,,,,null,,null,,,,,,"DNSParentTransactionID=-2131612372;reqrecordtype=A (Host address) (1);reqrecordclass=IN;reqHost=clients2.google.com;ansrecordtype=A (Host address) (1);ansrecordclass=IN",null,null,CommonSecurityLog,"/subscriptions/48205dc3-a17f-49a4-9a10-793a3c0275b4/resourcegroups/demo_machines/providers/microsoft.compute/virtualmachines/wirex-azureprobe-srv"
